"Player","BB/100","Hands","VPIP","PFR","3Bet F","Fold to F CBet","WTSD %","WSD","CBet F","CBet T"
"bringobrongo","27.00","1,578","37.34","11.31","4.76","66.09","28.59","57.46","90.91","37.50"
"THEmrs1981","-66.14","1,577","48.45","7.90","4.17","56.21","31.53","45.71","59.74","39.13"
"dspike00","-49.01","1,577","65.71","5.48","4.35","54.12","28.91","36.72","81.63","84.21"
"unclerbobby1215","48.48","1,575","50.87","13.93","5.41","60.00","31.14","40.65","83.33","92.86"
"bbjayy78418","-55.45","1,574","49.94","4.95","6.85","58.57","28.62","46.91","71.15","90.48"
"taylorst8","63.35","1,574","34.67","14.65","5.26","48.00","32.66","48.60","75.63","43.90"
"BLovedSwam1","-18.32","1,573","39.41","15.00","10.34","67.12","25.32","49.68","58.54","54.84"
"jmcdermott3rd","-3.74","1,573","34.58","9.73","13.64","63.16","24.78","49.29","84.44","40.63"
"p0ppea428","-1.18","1,571","32.79","28.03","8.70","50.00","28.50","43.22","96.21","32.98"
"IIspring","-55.35","1,568","27.30","8.69","19.05","30.30","32.17","35.03","89.29","66.67"
"T23333","-142.44","1,567","69.55","9.93","3.80","58.44","25.25","41.16","65.00","60.87"
"giocat2234","-47.46","1,564","44.65","11.43","5.41","56.19","26.60","40.98","55.29","71.43"
"MadJul2023","3.42","1,562","36.85","5.45","6.06","71.43","25.75","47.40","78.26","66.67"
"Gmensuck19","-12.81","1,562","55.85","16.78","0.00","48.51","31.22","51.13","76.43","39.58"
"BertBabies","-22.73","1,559","25.86","18.99","0.00","37.50","29.75","60.00","49.62","53.57"
"brian50763","-28.67","1,559","21.34","1.11","0.00","65.15","23.49","56.70","75.00","100.00"
"cpotestio","6.39","1,558","35.09","10.25","11.76","58.59","29.23","53.01","81.82","57.69"
"The Goods AKQJ","-30.16","1,558","42.60","14.03","0.00","45.28","31.25","47.91","63.39","57.58"
"CheckOrBetJim","-12.92","1,558","32.64","11.08","0.00","67.09","29.40","54.93","71.59","72.73"
"Asperitus","-3.49","1,556","36.71","12.52","22.22","48.42","28.14","44.59","76.85","92.31"
"cbaer77","-35.61","1,556","42.02","15.59","8.33","38.61","33.91","42.59","65.89","64.52"
"TayBanks","2.10","1,555","53.49","14.44","0.00","45.22","25.83","44.76","71.30","85.00"
"Brad68w","-63.29","1,550","63.50","9.44","12.35","73.94","31.41","46.32","73.49","74.07"
"42654","4.17","1,550","36.70","6.08","6.67","75.00","25.04","57.14","86.44","60.00"
"willave94","-172.92","1,547","80.61","14.06","4.17","52.77","27.08","34.34","50.00","90.91"
"cmbalk1018","-76.78","1,546","50.53","11.28","16.00","61.62","34.68","44.52","59.63","57.58"
"regularcolin","-36.38","1,543","32.02","8.97","11.11","38.20","30.92","55.70","85.25","42.86"
"caelanflynn19","-115.34","1,540","69.36","8.90","1.79","50.98","33.17","41.21","41.67","18.18"
"rcsmoose","-60.53","1,539","32.78","5.29","5.56","52.78","34.90","46.63","70.59","66.67"
"luckydawg721","-67.94","1,538","37.66","0.87","3.70","59.57","33.11","51.98","60.00","100.00"
"todd1963jeff","-114.24","1,537","74.85","41.52","8.11","17.46","37.84","31.88","87.05","86.40"
"snowmaker18","7.95","1,535","19.37","3.20","37.50","54.35","24.35","53.76","85.71","71.43"
"jacquiwrae","-17.09","1,530","37.88","6.15","8.11","53.66","34.29","49.02","69.81","18.18"
"hesskilla","-9.32","1,530","28.24","12.28","12.50","50.00","28.07","54.01","58.65","25.00"
"lemuellapromesa","-183.23","1,527","63.39","18.94","10.00","41.25","38.18","42.47","68.99","77.42"
"TheRoldan","-14.21","1,526","38.62","17.00","7.14","63.95","26.78","44.30","41.18","53.57"
"40tonpiggybank","19.40","1,524","33.18","15.86","0.00","55.84","29.44","56.85","66.67","32.26"
"daphins451","-2.61","1,524","35.16","3.82","9.09","54.55","24.91","50.35","60.61","81.82"
"MrDontDo","-86.21","1,522","37.21","27.27","15.00","46.58","24.51","44.35","76.29","77.94"
"dannygrayshadow","-52.64","1,521","58.60","20.32","2.27","68.35","28.45","41.49","76.84","93.75"
"205atl","-17.39","1,520","33.02","5.23","0.00","28.43","36.72","56.80","78.57","71.43"
"900ftJESUS","9.47","1,518","35.96","11.82","0.00","60.34","23.11","55.74","68.57","50.00"
"drobbbi","-36.59","1,517","46.75","23.68","28.13","52.43","22.62","40.13","71.94","60.00"
"parkotter987","-38.73","1,514","37.46","0.94","13.04","48.08","39.44","62.70","44.44","50.00"
"ghorn10","-21.13","1,510","25.43","16.19","22.22","63.64","25.51","46.59","70.91","64.86"
"PerfectWindow","-34.05","1,505","45.52","18.90","11.11","52.43","33.55","56.59","41.30","50.00"
"intothenebula","-9.25","1,503","28.87","18.19","0.00","48.19","29.26","40.16","67.39","34.48"
"keebmack88","-6.08","1,502","24.71","15.75","12.50","44.62","32.79","48.76","61.00","52.17"
"OnlyBluffs412","-139.64","1,501","78.72","23.27","6.90","50.00","35.23","37.41","61.69","73.91"
"pattyquake","-14.09","1,501","35.93","2.17","9.09","42.75","28.21","58.23","41.18","50.00"
"Tonybailey88","-0.45","1,501","36.82","6.33","7.69","57.14","29.79","50.00","81.63","81.25"
"WateryCookie","-72.43","1,501","47.89","16.94","5.26","68.18","25.54","41.01","77.24","80.00"
"Challenger SRT","-60.98","1,501","45.70","4.46","5.88","52.03","27.75","42.45","94.12","76.92"
"tym96","-55.35","1,500","70.25","6.64","3.08","66.67","29.05","45.81","72.41","75.00"
"TkMoney33","-34.99","1,498","34.24","12.11","0.00","54.90","25.05","43.70","80.00","65.38"
"DILLFER_PA","-25.50","1,497","37.59","19.85","6.45","50.00","38.24","49.56","62.98","44.62"
"JonesyBueno","-13.88","1,496","49.39","10.12","2.78","60.61","28.31","50.25","64.58","79.41"
"Bodybuilder009","-86.39","1,495","55.12","34.27","14.29","56.52","28.26","46.70","48.52","63.16"
"kimsins","-13.14","1,494","46.33","7.84","13.33","71.70","26.96","50.00","64.06","55.56"
"bleake_3490","-4.70","1,494","50.20","10.31","3.13","47.76","20.13","49.34","63.38","55.56"
"leelax16","-73.22","1,492","61.68","19.96","9.80","48.44","31.34","35.69","50.00","58.14"
"Dogwalker17","-76.77","1,492","33.29","21.50","15.38","52.11","30.52","45.52","41.61","35.29"
"kkudratov","-54.14","1,491","29.58","20.14","26.09","41.18","32.63","35.48","71.34","48.94"
"Caddo2344","-24.30","1,491","50.59","16.88","7.41","63.25","33.92","48.19","40.44","53.33"
"MysticV87","-42.54","1,491","50.14","23.44","8.70","51.28","31.55","49.13","31.44","48.28"
"lennys.dot","-74.21","1,490","43.83","6.18","20.00","60.93","31.13","43.48","67.92","50.00"
"jessebushey","-19.92","1,489","27.16","8.52","0.00","50.00","27.10","49.56","70.00","50.00"
"munnaman777","-75.56","1,488","52.36","7.98","4.55","55.70","28.24","41.92","50.68","84.21"
"SlavLord1","-17.36","1,487","29.14","19.90","5.26","48.89","30.84","54.21","68.94","46.94"
"nickpga2003","8.80","1,487","41.74","12.26","8.33","44.21","29.42","56.65","63.86","73.91"
"Lurttle66","-2.63","1,486","62.47","17.48","4.00","50.99","28.07","39.45","86.57","81.82"
"mfubio1","-16.69","1,485","41.78","22.30","20.00","34.26","36.83","48.42","63.89","54.84"
"Dcrawf2020","-63.76","1,485","49.80","18.91","0.00","51.72","32.97","42.32","54.96","47.83"
"rustydustynails","32.98","1,482","44.21","3.79","0.00","63.33","27.64","53.27","57.58","66.67"
"mflynn200","-7.66","1,482","23.21","1.79","0.00","52.05","34.10","64.86","60.00","66.67"
"carguy300","27.53","1,480","50.76","21.67","15.38","40.20","33.29","42.13","68.67","71.43"
"andrewmcgarry","-35.05","1,480","50.28","0.21","0.00","45.67","29.00","45.69","-","-"
"Hjav_29","-66.82","1,480","58.08","15.36","10.20","43.84","28.88","38.52","90.29","88.89"
"RockSteadyBeats","-68.89","1,480","30.50","13.25","0.00","57.97","29.55","41.30","83.64","60.47"
"elijah0094","-21.63","1,479","29.78","17.77","15.38","45.00","30.80","48.51","48.03","54.29"
"gmartik26","-26.57","1,478","33.24","21.69","14.29","41.67","35.34","44.12","40.33","66.67"
"MrBrokePewPew","7.73","1,478","29.59","16.53","0.00","52.63","34.05","52.11","59.81","51.28"
"Atl222","-36.95","1,478","39.96","10.35","15.79","45.54","30.50","45.90","73.49","64.29"
"bunky31870","-104.10","1,477","44.88","6.16","8.33","39.86","41.68","45.54","74.00","41.67"
"invictusreese","-2.35","1,475","39.73","16.71","6.45","44.66","34.03","51.66","64.93","42.86"
"03joem84","-34.12","1,475","55.72","7.85","5.88","45.11","38.46","52.17","33.85","90.00"
"geauxtigers1022","-67.78","1,475","45.25","12.97","0.00","50.00","27.34","40.88","81.82","66.67"
"Sidewinder641","-34.06","1,475","48.71","2.52","7.14","48.44","30.82","40.41","81.25","100.00"
"DL0223","-50.08","1,474","42.33","17.28","8.70","50.00","30.21","51.09","50.39","57.69"
"peterhxjk","20.60","1,473","47.40","11.43","7.69","38.89","33.48","48.09","72.62","77.78"
"LeeMX202020","37.99","1,472","40.60","10.87","5.26","48.00","29.24","44.20","67.44","70.37"
"Ragudamisfit11","-28.80","1,472","18.02","8.64","0.00","48.78","22.44","42.86","84.00","76.92"
"Mike Huntsz","-59.62","1,471","59.24","29.20","9.43","45.00","32.76","42.51","68.00","69.41"
"Tempura2020","27.31","1,470","36.97","14.27","4.76","68.25","26.72","55.56","76.99","42.50"
"Gregxpoker","3.59","1,470","32.14","19.83","0.00","45.71","34.52","56.16","63.64","35.14"
"JakeSloth","26.18","1,467","21.87","4.19","0.00","44.78","26.32","55.00","59.38","70.00"
"duhmduhm","12.95","1,466","25.44","4.11","0.00","58.33","19.91","40.00","77.14","100.00"
"PokerFIy","-62.70","1,464","34.90","16.13","0.00","50.57","33.85","48.00","47.76","69.44"
"Jared Sutliff","-16.05","1,464","37.28","5.26","0.00","62.00","25.51","51.33","70.21","40.00"
"Acesfullofsht","-80.81","1,463","52.66","25.09","6.90","55.56","26.39","42.65","40.50","54.84"
"dsw101010","-190.43","1,462","80.47","2.72","2.27","50.36","39.64","37.81","52.94","50.00"
"Gordon203","-23.50","1,462","40.18","1.68","0.00","47.62","37.54","55.02","64.71","62.50"
"joethejerk3","16.71","1,460","45.57","13.40","6.67","51.97","22.29","56.43","86.02","65.71"
"Scott_Fisher81","-47.91","1,458","39.61","0.85","0.00","70.49","29.31","51.04","44.44","100.00"
"sra292929","-40.25","1,457","56.28","11.48","4.11","57.58","22.11","39.89","93.18","85.71"
"rungooder68","18.11","1,456","33.50","13.76","12.50","64.41","28.71","65.03","53.76","27.78"
"LevontheCat","27.93","1,456","35.07","7.26","6.67","50.00","27.82","58.04","57.14","75.00"
"Rowdy I am","4.33","1,456","44.95","26.88","7.41","55.93","25.54","47.40","49.33","63.46"
"Deuce88888","-64.05","1,454","68.47","23.56","7.32","44.12","33.77","40.97","71.69","72.13"
"kcaverly","8.53","1,452","26.42","21.05","33.33","73.33","29.41","55.00","76.22","43.33"
"thefrownyclown","-82.79","1,450","51.38","29.98","13.79","42.24","30.71","38.86","56.96","79.37"
"cannolijoe20","-65.93","1,449","55.59","2.19","15.63","37.67","32.87","41.40","100.00","100.00"
"Bubba0312","-33.25","1,448","39.90","12.52","6.98","53.52","21.62","51.22","92.59","76.09"
"mikesantosusso","-43.80","1,444","40.38","15.38","21.43","64.71","26.38","47.71","73.60","71.43"
"shungerman","-93.76","1,443","84.18","4.01","3.17","50.19","29.26","36.41","62.50","90.00"
"DrunkMatt58","-72.36","1,442","52.61","10.08","3.57","41.67","30.01","45.29","79.49","85.71"
"Titan_F5","-17.83","1,442","41.14","23.15","8.33","49.62","28.60","46.54","67.68","84.00"
"CptIrontide","-13.97","1,440","30.11","23.78","6.67","32.56","35.42","47.79","52.22","71.43"
"JJM500","-42.44","1,439","39.59","7.65","4.76","43.96","32.53","40.10","81.67","73.91"
"TheMayor929","22.93","1,439","33.22","20.40","0.00","50.00","29.76","57.35","60.00","55.81"
"immelben","47.94","1,438","33.09","20.38","37.50","39.74","34.79","56.29","54.26","62.96"
"slungle","-133.74","1,438","69.06","21.69","14.29","53.07","31.84","41.58","50.34","76.92"
"JmeBuso1960","-31.11","1,438","36.83","10.98","0.00","63.16","29.64","48.10","72.60","50.00"
"CookieMon5t3r","-19.11","1,436","44.03","11.61","9.09","55.17","28.77","47.62","42.39","70.83"
"Battabing33","-79.49","1,435","51.85","19.84","18.75","54.17","26.26","38.86","65.22","81.25"
"creepysheeppoke","4.25","1,432","49.65","15.72","2.86","50.85","30.62","57.35","76.42","77.97"
"SeanG35","-26.72","1,429","44.93","16.96","12.50","45.69","33.91","46.98","62.41","56.82"
"HocVoluerunt","-27.97","1,428","30.38","13.32","9.09","54.67","25.84","46.55","87.62","51.16"
"bstross37","-11.68","1,427","51.81","10.32","7.69","60.75","25.41","37.50","95.24","67.57"
"MayorEmeritus","-14.92","1,426","49.82","24.66","0.00","52.17","27.40","51.46","58.87","60.47"
"rustystubz","-33.81","1,425","25.87","17.27","6.25","50.91","21.88","42.86","81.75","47.73"
"rootwater1","-63.67","1,425","32.04","10.64","0.00","59.15","33.62","40.25","61.97","57.14"
"OleJollyBob","-21.79","1,425","55.16","0.79","0.00","61.11","32.55","48.48","57.14","100.00"
"SergioKostantza","23.20","1,425","52.82","9.51","4.00","63.72","27.33","54.98","69.86","11.76"
"Fukuoka1963","-10.59","1,420","45.20","11.18","3.23","61.29","25.16","52.50","80.60","95.45"
"Beeds24","-10.79","1,420","29.57","5.59","0.00","51.56","26.42","60.71","70.59","60.00"
"BongKong625","-40.63","1,419","74.53","11.92","2.56","58.22","34.80","43.16","51.92","89.66"
"dwright70","-22.92","1,419","24.30","15.96","0.00","59.26","27.22","56.18","61.02","54.84"
"rcfrat","-3.71","1,419","46.71","10.66","0.00","48.89","32.89","52.91","66.67","55.56"
"natef9","-42.93","1,417","19.04","10.42","25.00","68.29","24.01","56.72","53.23","66.67"
"darryls2023","-176.58","1,415","60.78","12.31","24.39","64.60","29.61","38.89","69.41","76.92"
"binkington","3.61","1,415","48.15","16.76","0.00","56.07","31.60","43.96","68.55","34.88"
"RyRo2639","-13.29","1,415","33.21","9.59","23.53","48.00","33.67","50.60","66.22","76.47"
"Dj-Ric-Derr-C","-49.48","1,412","56.47","11.92","6.38","59.35","25.53","48.29","61.70","74.19"
"sigmanalytic","18.45","1,412","21.64","16.45","50.00","61.54","29.43","57.14","53.33","52.94"
"t4c0s0x","-79.50","1,410","59.15","13.20","11.63","40.50","31.74","36.03","62.96","66.67"
"chapp1e9187","-91.74","1,410","40.25","24.84","15.38","50.00","26.20","43.14","51.30","52.08"
"sloperate","-44.30","1,408","22.45","3.48","21.43","53.57","27.13","57.30","66.67","100.00"
"kenc52","26.15","1,408","26.42","16.45","18.75","50.98","28.71","60.34","64.29","52.94"
"Ahroas","-49.98","1,406","40.63","27.81","3.85","46.03","28.54","42.38","51.53","80.36"
"DizzyHeather36","-59.69","1,405","60.23","3.91","8.33","56.03","32.38","41.70","60.00","57.14"
"CptGutshot77","-63.52","1,405","43.96","25.35","3.33","46.15","31.06","42.70","62.64","53.19"
"Poluhhbear","36.57","1,403","23.35","14.63","33.33","65.08","27.79","56.70","68.93","58.97"
"radiologyguy","-5.79","1,402","12.13","6.03","0.00","63.16","26.73","66.67","76.09","77.78"
"Cowboy72o","-170.29","1,401","47.41","8.49","4.76","36.28","33.08","33.78","63.24","88.24"
"Isaiahijoyce22","-51.45","1,401","27.26","15.74","40.00","41.82","39.31","53.69","27.73","76.19"
"Natronbomb74","-41.98","1,400","39.67","2.54","3.23","59.46","33.28","52.00","54.55","80.00"
"MPhilly77","13.94","1,399","49.31","8.74","0.00","46.28","37.25","49.38","78.13","72.22"
"simthing","14.47","1,398","25.90","21.30","0.00","55.00","24.77","51.25","65.75","55.10"
"Andersondancy","51.92","1,398","37.90","20.93","4.35","34.48","27.31","57.69","66.17","44.74"
"DwightScott414","-16.21","1,398","39.74","4.10","0.00","56.20","30.17","56.57","82.14","46.15"
"ltz57216","6.13","1,397","56.45","20.47","5.26","47.52","33.20","53.36","69.18","64.71"
"dan manutsitch","-20.67","1,396","38.16","4.35","15.38","67.61","27.05","43.42","85.29","88.89"
"Vizsionary","-45.74","1,396","27.68","16.39","10.53","39.19","32.89","54.47","57.84","72.00"
"orlpitfan10","-13.99","1,396","48.03","9.14","13.79","55.66","28.13","49.21","49.15","50.00"
"EpicRancel353","-0.78","1,396","42.24","18.48","0.00","43.65","30.38","46.15","66.44","66.67"
"joshuabequick","-125.03","1,396","48.03","10.39","13.04","43.88","35.48","43.15","52.05","50.00"
"Jasper137","-101.33","1,396","55.96","5.09","7.69","47.18","29.97","33.62","100.00","77.78"
"Luckysdoll39","-49.06","1,395","51.84","1.25","11.11","58.08","30.32","54.62","57.14","100.00"
"TimMcGrawVEVO","-37.29","1,395","43.83","12.99","11.11","53.33","33.12","45.85","73.27","78.57"
"GingersEgho","-1.99","1,394","22.54","1.24","0.00","60.38","24.18","55.68","80.00","66.67"
"adenlinger99","-64.54","1,393","56.41","13.80","10.53","45.22","35.23","44.80","69.57","67.86"
"wdodds","6.77","1,391","40.94","15.21","11.54","67.53","28.49","50.98","56.30","30.77"
"birdeadie","-2.62","1,387","24.38","1.03","10.00","38.71","36.55","65.97","-","-"
"OnlyHope541","64.25","1,387","32.89","24.43","0.00","51.92","24.23","51.58","89.02","45.16"
"jmyers15","1.05","1,387","45.19","10.67","5.00","43.36","26.02","48.80","90.14","86.11"
"snowmon66","-134.94","1,386","67.93","24.41","11.43","32.28","27.35","42.69","58.33","75.86"
"deeznizzies24","-13.62","1,386","29.21","13.44","15.38","54.41","32.23","53.68","83.15","58.33"
"Jkash34","-17.48","1,386","66.99","48.10","19.23","52.34","32.90","48.02","43.43","63.38"
"N8DiMarco12","-2.27","1,384","29.72","6.65","5.00","32.47","37.64","56.63","50.98","93.33"
"BigEZ1978","-12.25","1,384","37.69","9.71","0.00","56.86","32.67","54.60","66.67","56.25"
"PontiacBandit99","-11.30","1,383","46.19","17.57","11.76","46.28","25.41","39.10","80.17","53.49"
"scorpio 1456","57.80","1,378","73.54","49.44","2.20","56.25","29.44","51.62","78.48","90.32"
"SLICK920jr","-4.57","1,377","41.05","19.26","12.00","45.56","35.94","47.15","45.19","68.75"
"2BLCKJKS","-73.16","1,375","35.78","2.59","0.00","46.32","31.20","53.51","66.67","60.00"
"RiskyLose","-34.04","1,375","51.55","23.58","0.00","48.51","33.08","49.77","59.64","53.85"
"bollyirish","-23.75","1,374","36.18","11.90","7.14","51.14","29.86","51.01","39.60","63.64"
"becchettitom","-26.07","1,374","46.23","9.79","6.90","43.62","29.16","42.41","93.33","100.00"
"jawzbt","-131.12","1,373","58.58","34.05","2.63","48.31","28.07","31.07","62.76","60.00"
"Killuminati888","-28.05","1,372","69.05","9.44","7.32","59.76","24.62","41.05","67.90","64.29"
"jbrain121","20.57","1,371","34.03","17.10","3.70","78.57","30.34","49.63","75.37","90.38"
"bchacha4","-9.31","1,371","52.05","3.80","7.69","63.95","31.65","52.16","57.58","44.44"
"NotAFed","49.46","1,370","30.72","23.26","11.11","34.00","27.56","57.52","53.45","41.51"
"emmetbanker","-73.64","1,370","40.43","27.72","13.64","43.94","26.43","41.09","62.50","86.67"
"timwilski36","-14.47","1,368","37.15","19.09","0.00","48.91","25.10","55.56","77.68","45.24"
"jmifs87","-33.82","1,368","76.10","8.07","13.64","37.26","34.95","38.90","61.82","76.47"
"ericcal22","-77.14","1,367","43.59","5.51","25.00","33.33","32.52","41.21","80.49","75.00"
"Smif52","-13.83","1,367","36.76","2.76","0.00","59.22","30.93","52.15","82.35","60.00"
"HammerinHaloFan","-42.30","1,365","37.07","10.80","0.00","42.17","33.67","49.10","41.10","50.00"
"DylanMcL97","-38.88","1,363","68.72","9.14","13.56","51.01","35.93","46.59","61.04","92.00"
"AllStar729","-48.21","1,363","43.16","7.78","11.54","54.17","31.85","51.30","73.44","62.50"
"jucanoe","-57.89","1,363","32.00","14.33","4.00","42.86","39.06","46.99","60.20","33.33"
"Executioner21","-14.15","1,362","49.06","12.92","6.90","63.64","29.34","57.14","56.38","43.75"
"warbird67","11.51","1,360","37.18","24.40","21.74","70.00","22.43","51.04","50.00","44.44"
"qhienkieu","-69.18","1,359","61.24","21.15","12.82","44.37","29.61","40.91","71.90","49.02"
"Broccoli77","-54.61","1,359","29.74","19.36","40.00","51.52","28.37","46.60","46.61","68.97"
"reginab3305","36.54","1,355","60.18","37.79","9.38","58.33","26.59","51.11","60.61","57.95"
"BloomBizInc","-67.51","1,355","50.00","29.24","11.11","21.74","38.54","40.50","60.27","70.83"
"MarcMobe23","-48.46","1,355","56.56","5.64","1.52","46.39","31.17","44.49","92.86","64.29"
"RealUnger","-28.99","1,354","27.62","16.54","23.08","54.00","27.91","44.79","49.04","50.00"
"wyattearp895","-69.86","1,354","63.67","5.77","0.00","58.68","31.91","45.72","40.00","44.44"
"McHugh8593","34.42","1,352","31.65","9.97","9.09","53.68","35.89","67.07","48.72","29.41"
"Degenerate67","22.33","1,350","23.24","14.39","0.00","47.62","32.46","54.55","55.34","37.93"
"manbearpig123","21.41","1,349","41.41","5.37","0.00","62.07","29.83","54.32","71.05","81.82"
"yunko41","-73.13","1,348","56.51","6.11","20.00","37.77","43.35","47.28","38.24","66.67"
"deephaven2","12.99","1,346","32.78","10.33","0.00","38.67","31.21","51.41","62.50","47.37"
"Roscomillwr18","-82.43","1,345","64.29","25.46","6.45","50.00","22.98","42.46","84.24","76.36"
"greenskeeper21","-13.77","1,344","56.11","9.58","0.00","56.94","28.07","54.76","63.89","75.00"
"*Moz*Moz*610*","11.26","1,342","51.10","9.73","0.00","53.79","34.59","52.30","58.11","70.00"
"PW$upa$tar","-1.32","1,341","42.13","18.55","11.54","58.56","25.70","48.91","77.69","43.59"
"RedHivy","12.16","1,341","46.45","13.15","26.32","60.71","24.96","51.32","51.65","77.78"
"Julio Gio43","-16.70","1,340","28.38","7.78","4.00","61.90","18.79","41.98","87.27","93.33"
"fars1d3r","-173.74","1,340","82.35","53.50","6.98","37.29","29.34","39.36","72.68","36.52"
"LidoLido318","-20.60","1,340","26.42","12.59","16.67","53.57","28.22","48.25","69.77","65.63"
"yeahalright25","-82.04","1,340","71.33","2.89","5.33","65.17","28.91","37.33","94.12","100.00"
"jcuviello22","-104.87","1,330","59.42","8.42","21.74","43.54","39.70","45.00","42.37","73.33"
"Drewmoney82","-88.02","1,329","63.04","21.20","10.34","44.35","34.45","47.76","59.48","55.88"
"zkrimbo","-20.52","1,328","36.10","23.15","12.50","51.35","26.12","62.39","60.98","56.41"
"caldwell817","-6.45","1,328","35.25","8.36","0.00","57.73","30.86","55.06","57.14","56.25"
"Hambone82001","-97.42","1,328","44.09","21.77","6.67","49.23","33.28","38.00","43.64","50.00"
"jmagrino75","-0.62","1,328","36.52","3.32","5.00","61.84","37.04","55.71","64.00","71.43"
"21AKUSfan2","-43.61","1,328","29.01","5.17","0.00","50.75","27.39","42.20","89.66","60.00"
"Adonitolo","-47.66","1,328","41.02","2.55","0.00","71.79","24.61","49.30","85.71","45.45"
"vgk2981","0.75","1,327","51.92","11.83","12.50","54.01","31.99","48.88","66.67","60.00"
"HoldenCau1","-24.64","1,326","38.96","19.61","5.88","43.56","31.14","49.66","50.78","34.62"
"rychissone","-6.47","1,324","36.51","13.24","5.56","66.00","23.16","49.04","62.50","51.85"
"Ninjacleve","1.59","1,323","43.54","11.71","7.69","70.67","25.64","43.26","80.00","0.00"
"ETmt2314","-22.28","1,323","61.89","8.46","9.09","53.08","35.60","40.28","75.41","83.33"
"DegenGamb467","-195.39","1,322","78.97","51.27","9.52","53.26","35.55","37.42","68.66","51.33"
"KingNaz92","-46.08","1,322","47.00","19.32","31.82","63.49","25.55","46.00","71.64","65.31"
"dwighttice24","-58.22","1,321","26.18","10.55","5.88","54.39","27.27","41.41","53.13","30.00"
"BIGGERCHICKEN","48.29","1,321","27.27","23.59","18.18","68.00","27.07","60.00","61.01","43.90"
"killerbeez2525","-43.21","1,321","22.95","4.81","50.00","61.76","27.08","45.19","76.19","88.89"
"cmoll3","-20.97","1,319","39.29","18.03","14.29","63.64","28.54","39.01","63.64","68.97"
"nuclearpowercar","-45.86","1,319","47.69","9.41","0.00","62.92","34.02","46.98","75.00","100.00"
"WELT1417","39.83","1,317","70.04","25.39","4.00","48.21","25.42","43.81","80.68","82.14"
"S.Daniel H","-29.24","1,317","40.43","5.19","0.00","49.46","33.99","47.89","55.00","16.67"
"Jski255","-19.08","1,316","42.39","13.53","11.11","61.73","24.40","45.53","48.96","94.44"
"Mxlvii","3.93","1,316","51.29","14.23","14.29","67.83","26.91","45.66","49.45","52.63"
"th3wall3004","40.59","1,315","51.90","23.47","9.52","36.36","29.89","46.15","93.13","62.16"
"Apocalpse2020","-78.24","1,315","63.96","9.00","10.17","58.22","32.74","45.55","55.93","76.47"
"yuenglingLsagna","-99.78","1,314","31.39","8.73","11.11","41.89","39.79","42.86","25.93","-"
"Yarghmon","-24.42","1,313","41.31","9.85","8.70","70.00","22.68","38.33","80.60","81.25"
"Locoplaya74","36.28","1,312","38.23","3.34","14.81","58.33","19.71","51.38","66.67","71.43"
"krzyna64","-83.90","1,310","61.01","21.99","8.16","56.52","32.24","39.18","58.75","60.98"
"AmandaJ33$","-74.25","1,309","55.47","32.27","17.39","40.35","32.24","43.00","59.64","42.37"
"1997PokerStar","-12.59","1,307","26.82","19.15","0.00","46.51","28.90","45.98","42.64","46.43"
"ClutchHed","-33.35","1,307","39.09","21.95","11.11","61.54","26.41","49.07","70.19","65.38"
"swainman1026","-32.20","1,305","46.43","17.36","4.76","41.58","28.57","44.00","52.13","41.67"
"ReMarkabl84","-79.49","1,304","44.96","10.88","5.88","46.99","26.19","37.74","65.52","55.00"
"Vantage304","-99.97","1,301","46.73","13.78","6.67","37.93","35.69","37.74","70.59","53.85"
"traeger0711","-0.91","1,301","35.99","10.82","0.00","45.45","44.08","52.42","41.10","30.77"
"jcolon971212","-69.12","1,301","54.98","4.75","13.33","60.58","27.70","44.00","61.29","33.33"
"sesenv","-11.01","1,301","34.98","25.45","7.14","40.00","24.42","42.55","75.57","58.33"
"G*Mom111","-50.71","1,301","46.49","7.73","23.81","51.97","31.24","53.77","72.55","75.00"
"lblack13","-175.86","1,299","52.86","33.02","23.53","38.10","37.08","40.80","87.90","96.67"
"hideout1020","-32.72","1,297","33.93","14.27","4.26","51.72","38.19","49.09","89.29","73.47"
"pokermon002","6.66","1,295","36.84","4.56","20.00","56.34","26.97","59.12","83.78","85.71"
"reeja19","65.11","1,295","40.12","10.73","9.09","55.88","32.14","55.29","70.42","55.56"
"JHeim1001","-10.84","1,292","48.24","12.64","11.11","75.31","25.48","49.32","59.68","59.09"
"Runaway1081","-65.14","1,292","44.91","23.51","5.88","28.42","38.07","44.70","45.81","88.57"
"Mr.Fold17","-22.31","1,292","41.14","8.79","10.00","52.08","31.01","48.75","68.92","91.67"
"el33338888","-15.30","1,290","22.78","16.12","0.00","54.55","30.10","49.43","54.17","45.83"
"TitoLaak125","-10.79","1,290","27.76","1.80","0.00","76.32","23.87","59.43","33.33","0.00"
"Fenway1970","-23.01","1,288","18.16","10.81","33.33","68.00","30.86","46.67","78.95","43.48"
"Jace3404","-67.97","1,284","73.60","0.55","0.00","53.22","38.40","48.81","40.00","100.00"
"recgambler","34.79","1,284","27.76","12.88","0.00","55.07","27.47","55.34","62.64","55.00"
"IvanPhilly","-41.94","1,282","52.34","15.02","13.79","62.86","26.62","43.50","58.18","95.65"
"jcole71188","-20.97","1,281","37.52","7.92","0.00","46.99","28.81","50.00","38.46","50.00"
"coles6969","-89.64","1,280","49.92","2.78","0.00","53.79","28.96","43.84","33.33","100.00"
