"Player","Hands","BB/100","VPIP","CC 2Bet PF","PFR","3Bet F","Fold to 3Bet","Flop AF","Donk F","CBet F","Fold to F CBet","XR Flop","Bet T","Bet R","Call R Bet","WTSD %","WSD"
"21069750","769","9.02","51.98","40.82","2.91","7.14","48.00","1.07","30.77","84.62","51.67","1.01","41.15","46.62","35.44","31.76","47.30"
"211_To_187","1,182","-97.29","64.71","45.54","31.49","24.24","29.27","2.51","30.46","68.45","41.23","6.19","51.02","47.46","33.33","37.57","35.71"
"215Jagoff","1,363","33.40","35.81","20.71","9.29","9.52","44.12","1.18","11.11","63.16","57.75","7.87","35.52","37.50","44.29","29.53","46.01"
"215Joshua","2,360","-78.54","42.07","17.23","21.95","25.00","46.00","4.86","52.00","86.18","53.78","6.40","61.45","46.43","39.78","31.97","37.71"
"215joustNEP","27,612","-40.78","47.47","32.05","9.15","1.11","62.17","0.65","12.27","36.55","40.10","1.46","26.04","27.04","33.62","34.10","47.91"
"215june267","538","-20.29","68.81","52.17","19.10","6.67","41.67","1.30","18.07","68.75","42.03","4.05","28.29","56.31","47.37","33.02","39.05"
"21AKUSfan2","26,588","-2.62","28.32","18.11","3.11","3.42","69.78","0.95","11.58","87.59","48.24","0.98","27.22","22.84","42.47","33.16","52.98"
"21STEAKFAT","3,963","-4.97","50.91","30.39","21.87","3.03","65.27","2.41","26.56","42.58","65.42","2.93","37.11","32.70","12.50","28.63","51.21"
"21stun3s","1,724","-32.73","41.78","39.60","15.91","11.11","62.96","2.20","17.20","63.40","67.13","3.91","30.79","36.71","46.15","35.04","48.86"
"22Coins","5,679","-3.25","40.72","32.61","15.10","4.65","61.29","1.34","0.88","57.45","46.62","4.29","37.26","42.35","22.91","28.23","48.67"
"22EPL","13,060","-0.04","27.72","1.45","23.01","8.00","68.06","2.24","0.39","61.13","36.88","10.30","27.58","36.54","46.19","31.85","52.48"
"22pelican","35,016","-25.75","38.61","28.27","18.03","6.70","64.50","2.33","11.62","66.50","42.39","11.90","45.80","40.79","27.19","27.94","44.10"
"23csteele","10,174","-59.08","45.22","33.80","20.64","7.50","53.40","1.43","25.65","48.41","39.43","2.72","57.55","63.88","35.27","30.26","38.44"
"2435823746","14,100","-32.71","38.08","25.17","12.55","20.98","51.02","3.54","35.91","70.81","62.03","6.51","34.68","42.27","30.43","32.04","47.17"
"25081","4,958","-10.99","37.20","17.65","21.09","23.88","57.33","3.73","22.07","82.12","51.85","7.52","61.35","56.44","27.50","25.03","42.72"
"25TH_HOUR_TY","3,386","-20.23","36.56","27.84","5.12","15.09","65.52","1.31","21.29","54.84","55.91","4.23","23.65","45.39","26.35","29.46","52.53"
"26Jacob","1,946","-19.42","33.07","15.25","3.73","3.33","73.49","1.32","27.65","64.10","54.61","5.63","42.31","54.40","59.49","34.28","53.72"
"27Kiddo","651","-39.24","51.82","46.03","16.27","0.00","56.76","1.00","1.12","58.46","32.88","5.95","28.89","35.77","44.90","34.20","51.43"
"28Bubbaryan","670","-47.77","61.14","55.74","1.66","0.00","56.52","0.71","16.19","66.67","35.42","0.00","30.74","32.47","28.13","36.17","48.19"
"295876","1,677","-70.19","49.97","36.36","11.26","0.00","53.54","6.35","61.54","82.29","53.54","11.25","73.76","61.78","9.52","16.20","33.59"
"2_yangsta","1,565","-59.18","38.20","19.76","28.70","4.55","78.16","1.86","5.77","60.92","33.33","0.00","45.66","34.46","38.71","32.24","41.77"
"2AJILE","8,274","-16.01","31.30","16.80","18.26","7.02","72.46","1.56","4.72","60.26","41.56","1.90","27.83","24.97","51.24","38.69","51.62"
"2bearz1cave","2,086","-18.29","37.76","22.03","4.18","2.00","58.00","0.94","19.51","74.58","58.18","0.00","26.34","24.84","56.86","40.70","61.00"
"2BLCKJKS","7,610","-49.84","40.22","29.78","4.29","7.63","59.16","0.83","5.00","72.46","43.67","2.81","30.53","37.80","35.63","30.15","48.92"
"2buymule","622","215.50","48.62","37.25","21.72","7.14","25.64","2.45","25.00","80.65","37.25","6.90","52.38","48.42","46.15","27.98","60.64"
"2CardsWin99","4,424","-100.34","53.96","27.27","13.60","16.81","47.64","1.78","26.64","69.71","43.40","7.62","44.87","53.45","28.29","34.95","42.89"
"2chainz3rdchain","2,446","-16.94","42.71","29.34","4.52","4.35","77.55","0.99","0.31","87.10","35.52","4.30","34.77","27.15","44.95","35.49","49.54"
"2EZzz19","9,646","-2.21","18.92","11.54","12.28","7.69","71.94","1.57","0.58","59.33","48.73","4.42","27.59","27.17","41.98","30.91","59.45"
"2fish1flop","5,867","-74.88","37.95","17.49","29.57","21.13","40.36","2.64","7.24","58.66","44.19","10.74","40.32","44.56","44.11","35.44","43.52"
"2Future11","977","-37.38","40.27","29.66","12.18","0.00","74.51","0.84","2.04","29.41","41.67","1.30","33.33","20.95","40.35","43.71","52.74"
"2little2late123","3,470","2.77","23.87","17.93","6.88","5.56","78.81","1.17","0.56","56.00","53.57","4.69","41.03","40.29","31.11","27.34","58.44"
"2lmt","2,293","-3.51","25.68","10.04","5.17","0.00","66.13","1.74","3.95","63.51","51.39","2.51","21.41","31.54","35.29","31.42","62.61"
"2muchmoney86","819","-71.35","88.31","84.38","23.82","0.00","12.50","1.21","17.90","55.66","49.66","2.55","26.56","15.81","47.75","36.25","47.51"
"2ndEntry","890","-0.99","56.18","17.54","7.91","9.52","65.63","2.41","32.65","52.94","62.34","4.08","33.91","30.52","12.70","25.69","51.54"
"2ofus692","3,566","-8.15","46.36","23.20","11.79","6.67","68.18","2.11","9.80","78.32","53.92","0.98","40.18","29.96","28.50","27.38","46.95"
"2old2bluff","4,316","-35.92","48.89","35.39","6.11","4.65","67.33","0.56","3.13","60.47","30.43","5.61","23.22","39.78","37.15","39.12","48.61"
"2Over1","7,590","-30.23","30.90","20.99","3.69","13.75","63.46","1.06","6.34","86.83","41.83","3.37","31.57","28.24","42.73","34.98","50.74"
"2phonekawalin","3,890","-23.00","37.80","23.96","21.85","7.02","54.82","1.61","9.96","50.58","48.33","7.56","37.48","39.75","27.49","29.01","48.80"
"2point8","791","21.64","25.55","14.29","0.90","0.00","42.86","0.45","6.06","66.67","35.14","0.00","23.40","39.13","48.08","38.87","65.05"
"2Shorttt","2,088","-38.64","52.57","39.61","6.03","9.26","68.84","1.97","28.62","70.69","40.00","9.57","47.94","40.40","26.21","31.83","40.92"
"300lboflust","16,163","-27.99","44.21","36.47","3.73","3.16","80.31","2.69","49.95","82.58","48.50","0.67","42.49","30.86","37.77","25.71","47.25"
"30862468","802","-66.29","44.98","18.99","14.76","15.79","48.57","2.07","18.42","61.82","43.75","4.48","47.49","46.22","37.50","32.15","35.78"
"30stones40","2,282","17.14","30.83","26.60","9.49","0.00","71.62","1.50","14.45","57.61","50.32","1.39","33.33","26.34","26.76","26.89","57.32"
"31w311","2,918","-25.35","34.68","11.54","25.86","6.98","30.33","2.07","21.01","66.22","42.86","8.47","40.79","35.53","36.70","36.15","49.25"
"33010404","1,200","-107.07","61.35","52.31","17.84","0.00","40.58","1.45","22.75","78.57","37.58","3.28","45.61","41.41","35.11","37.12","34.30"
"330Westwood","680","-66.38","36.23","25.81","8.70","37.50","56.25","1.98","28.95","69.44","46.15","1.67","36.73","34.34","21.88","32.99","51.58"
"33221141","3,657","-4.59","47.83","35.62","24.48","10.20","69.15","1.82","11.90","64.67","36.18","7.14","42.24","34.03","48.45","31.12","52.43"
"333babej","23,652","-22.43","34.16","24.91","8.08","8.73","65.11","2.07","18.23","68.57","64.70","1.49","28.33","20.13","34.66","31.75","54.55"
"33FreeMindz33","1,564","-11.63","20.04","15.34","9.85","28.57","72.22","1.81","14.29","59.46","66.04","0.00","39.50","22.67","31.71","25.00","62.16"
"34clubsMB","3,332","-5.46","38.17","18.55","5.62","3.75","54.26","1.47","16.80","79.82","62.93","1.47","42.92","42.38","31.58","28.28","49.65"
"354Guido","645","-229.30","92.11","69.70","37.70","14.81","9.38","1.53","35.48","55.45","46.23","0.00","58.30","58.76","48.31","38.98","35.51"
"35donk","588","5.22","40.03","23.68","6.60","0.00","78.26","1.31","0.00","81.82","52.17","0.00","34.65","26.58","22.58","25.41","50.00"
"392TA","1,160","-66.39","21.84","10.42","9.71","25.00","66.67","1.02","0.00","64.81","36.36","4.41","20.17","20.55","57.58","36.82","43.21"
"3980343","37,978","-6.94","24.86","8.71","10.93","4.32","59.76","1.65","6.78","55.41","50.74","3.65","32.73","30.68","36.87","32.11","54.40"
"3BetBluff318","2,486","-8.41","34.01","23.75","14.38","4.76","55.28","1.55","5.85","54.30","43.27","10.06","30.29","33.86","34.31","30.37","54.34"
"3BetJammin","15,382","-7.90","29.79","19.04","14.77","14.47","59.18","2.24","7.13","71.73","56.96","5.67","35.47","35.88","28.43","25.16","49.13"
"3bubbachuck3","623","32.97","28.76","25.81","3.39","0.00","68.42","0.94","0.00","71.43","50.00","1.96","19.59","20.90","34.29","25.64","58.33"
"3DEALER3","38,453","-2.43","30.76","13.31","18.47","6.25","60.15","1.69","11.33","63.34","42.74","4.60","34.79","28.49","38.03","34.52","50.77"
"3JackOFF","43,221","3.61","22.37","6.16","18.22","14.63","72.32","3.04","0.38","60.27","48.50","9.62","36.50","36.48","34.67","28.76","54.35"
"3Pattiwala","637","-88.58","67.79","50.85","4.67","10.53","51.43","0.57","11.71","47.06","57.32","2.56","36.73","39.76","45.45","30.77","44.85"
"3putt667","1,509","-12.40","49.43","31.82","8.30","15.00","40.00","1.08","0.00","75.29","62.26","3.14","46.45","44.21","36.61","31.53","41.83"
"3rdnschlong","1,922","-87.02","62.71","46.43","12.62","0.00","73.87","0.79","0.58","54.32","37.41","6.15","38.65","39.79","24.14","31.26","44.95"
"3rdWheelSteve","714","16.59","27.81","9.28","13.40","0.00","94.12","4.94","34.09","86.00","71.43","0.00","42.05","39.62","27.78","23.08","47.62"
"4 ACES TERI","8,457","0.28","58.03","42.83","5.58","5.45","83.37","1.33","5.73","88.84","41.22","2.06","44.13","49.63","37.83","25.88","49.42"
"400Dash","959","-103.80","65.32","51.46","8.32","25.81","35.42","1.22","27.94","61.70","42.37","2.61","39.39","40.17","41.59","39.08","40.63"
"401beatmode","555","-95.59","53.31","36.84","24.82","20.00","44.00","2.02","2.53","73.21","35.38","13.43","50.85","39.71","24.14","26.53","43.08"
"40Hubie40","1,526","-33.63","42.27","24.24","22.42","14.29","59.77","2.08","13.89","74.70","56.25","5.88","38.38","24.75","51.69","35.74","44.44"
"40Rods=Furlong","744","-21.37","37.53","30.77","10.03","16.67","75.51","2.70","2.38","90.91","63.89","5.63","37.17","47.95","48.00","29.84","55.84"
"40tonpiggybank","2,117","35.96","32.01","17.89","15.44","6.67","55.13","1.98","0.92","70.59","54.63","1.27","33.82","19.07","30.93","28.89","57.87"
"411158","721","-23.62","40.26","26.00","10.47","0.00","73.58","4.12","26.09","60.00","78.05","4.76","28.70","23.53","16.13","25.79","47.37"
"412-WildBill-66","808","-72.07","35.92","21.21","13.89","0.00","62.16","3.66","34.62","83.93","77.78","0.00","56.91","38.27","25.71","25.62","33.33"
"412FoX","566","17.46","54.58","23.08","22.30","7.14","30.43","3.30","30.77","72.84","56.10","8.33","48.80","50.72","16.00","22.26","36.62"
"412gage","1,240","-48.31","33.55","16.67","19.87","4.76","56.00","1.69","3.39","61.42","53.49","2.06","36.00","36.49","35.94","31.15","54.14"
"412koolkid","561","-48.29","66.55","32.14","20.77","0.00","52.63","2.89","30.43","55.36","72.55","0.00","57.14","44.32","16.22","25.15","45.35"
"412murphdog13","1,057","-53.96","51.01","31.25","19.85","0.00","47.83","1.59","28.24","59.83","46.27","0.00","30.48","29.83","35.63","35.48","43.85"
"412STUD","3,876","-9.27","29.66","15.64","17.18","27.03","65.38","2.64","4.72","74.24","42.57","7.33","46.24","62.20","37.04","23.18","42.40"
"4133gobirds","2,244","9.49","26.41","5.42","18.98","5.00","64.80","1.67","1.49","56.94","55.74","5.13","26.26","29.29","35.16","30.47","60.48"
"41563","1,606","-20.91","47.78","22.56","12.39","6.00","70.00","8.29","77.48","88.39","61.67","2.50","40.20","46.88","47.30","27.30","48.13"
"419tbone","930","-54.16","51.20","33.33","11.72","8.33","45.83","1.05","3.91","72.73","45.76","4.50","37.87","50.00","44.23","28.42","46.62"
"420_Shrimp","936","-64.25","64.18","53.01","6.79","0.00","65.00","2.02","34.04","72.73","63.64","0.85","58.18","59.68","38.71","25.68","42.38"
"420BLZIN","636","-53.92","41.71","21.54","23.35","0.00","51.35","2.68","6.67","71.43","45.71","19.12","42.74","65.79","20.59","29.02","44.59"
"420Ca$h","7,951","19.06","36.87","21.29","10.50","6.02","66.95","2.64","15.97","76.07","66.94","1.80","43.80","42.87","23.31","23.77","49.00"
"420dsb420","2,660","21.85","27.64","20.80","3.72","7.41","72.62","0.93","3.52","73.08","61.16","0.00","30.24","28.57","37.62","27.82","58.65"
"420KingKong420","827","-8.90","63.14","37.04","30.46","10.53","22.00","1.25","16.44","35.61","60.29","3.23","29.84","31.84","24.29","34.76","49.72"
"420mothergoose","573","-179.81","69.60","46.88","26.80","0.00","12.90","1.40","35.06","44.78","43.75","0.00","20.97","39.69","40.38","39.28","36.17"
"420newcastle420","11,726","-77.91","60.36","42.65","27.38","8.00","32.45","1.60","13.36","53.60","49.32","4.89","42.23","39.44","37.90","30.99","41.58"
"420Warlock","8,479","3.24","49.44","42.26","15.82","5.49","44.33","1.31","3.50","66.26","49.93","1.25","34.36","26.82","33.97","28.16","48.39"
"42654","2,595","-13.65","38.54","18.50","5.54","14.89","63.49","3.47","31.61","87.64","70.39","3.30","29.36","20.46","22.48","27.75","47.65"
"42TD42","714","-86.51","44.98","36.00","10.77","20.00","55.56","1.35","0.00","92.11","40.26","3.39","31.88","41.18","33.33","27.21","42.17"
"44 JPR","811","-1.20","37.93","24.04","21.07","50.00","67.92","3.30","3.33","79.45","52.17","6.25","41.59","45.68","20.00","30.29","43.84"
"45player1976","626","-132.63","80.39","72.92","25.81","5.56","30.30","1.24","22.68","61.11","43.75","4.94","28.06","35.71","54.90","46.15","40.17"
"4665NextUp6735","667","-2.19","63.68","47.46","6.69","0.00","46.15","0.66","10.47","37.50","51.19","1.00","15.42","26.90","50.57","45.37","52.24"
"4_1_2_Maestro","2,302","30.11","35.14","25.97","12.71","24.00","47.46","1.25","2.31","50.00","53.97","6.94","25.32","23.29","30.97","32.60","54.84"
"4BabyTurtles","972","-63.93","44.57","28.00","7.11","6.67","33.33","0.60","7.26","53.13","52.25","1.57","15.06","32.84","54.76","42.92","55.67"
"4BetFeek","7,626","-8.68","25.10","11.34","18.81","11.54","62.77","2.18","3.46","58.60","40.78","9.50","32.00","32.34","41.39","33.08","51.83"
"4corner78","1,243","-37.85","44.78","24.59","11.72","25.00","49.21","1.87","8.48","65.38","40.77","5.50","28.52","27.72","39.71","37.83","42.02"
"4Dashaka1155","925","-34.56","54.63","47.00","9.59","33.33","36.73","0.98","15.33","39.53","48.25","10.89","31.50","41.11","25.00","32.84","41.56"
"4estpaul","649","-167.65","49.92","46.15","11.25","20.00","58.70","1.63","21.33","82.50","46.97","0.00","38.16","33.33","29.79","33.86","47.66"
"4eyes2019","1,366","-24.14","66.99","55.56","17.48","3.45","50.00","1.49","12.56","63.33","51.30","6.01","38.64","26.27","27.64","25.18","54.50"
"4FingerShockers","12,853","-30.85","48.29","42.82","3.86","8.21","50.62","0.95","8.71","65.15","62.52","2.91","23.99","26.70","38.53","30.99","53.27"
"4Kiddos65","1,674","-32.00","62.58","39.61","23.09","2.17","40.00","2.41","27.95","72.04","57.49","1.56","34.40","26.25","28.33","26.75","46.07"
"4KingsAceHole","1,564","-29.84","47.31","25.29","24.13","10.53","45.92","0.85","4.73","39.66","39.17","9.59","27.07","38.87","37.50","41.12","53.60"
"4leafclover79","3,820","-24.24","59.34","44.54","11.81","8.22","55.68","1.15","4.13","77.14","57.95","1.85","28.78","37.03","34.45","30.07","50.00"
"4modbl","523","-18.39","73.67","52.17","31.69","11.11","20.00","1.60","33.33","55.00","42.31","10.00","43.56","43.48","42.19","39.71","47.41"
"4point@14","2,463","-28.58","56.44","39.91","6.31","4.55","43.12","1.26","10.53","93.41","57.96","1.39","47.16","43.71","37.29","27.90","51.44"
"4th and 9ers","2,928","-27.03","28.65","23.08","4.98","17.65","75.00","0.99","3.85","66.10","54.08","0.91","19.06","25.97","45.60","35.82","58.70"
"4TH3K1D$","5,056","-16.85","25.64","9.87","16.88","0.00","79.46","1.90","0.79","66.04","58.45","6.02","29.86","35.16","26.05","25.68","48.95"
"4theDogz","5,338","-38.86","36.73","20.65","3.99","5.68","70.51","1.94","26.96","89.91","58.03","1.11","44.08","42.86","27.70","27.73","44.21"
"5-0-814","1,394","-2.86","59.61","33.33","24.78","15.79","33.80","2.32","29.14","55.67","57.50","12.58","35.50","33.56","26.02","34.72","46.23"
"5-Bet72o","712","7.77","33.90","22.64","22.02","6.25","53.33","3.37","3.33","66.67","45.45","5.26","35.38","40.66","28.57","33.33","48.31"
"500million20","920","-180.02","71.02","28.95","38.03","0.00","28.21","2.43","31.43","58.97","52.73","5.48","39.71","34.13","29.67","32.22","36.41"
"511D","2,214","9.37","38.06","27.68","21.51","26.92","61.73","2.21","11.50","68.39","39.35","12.41","38.82","53.10","42.42","36.12","47.64"
"5317LIES5317","2,814","-2.96","22.65","13.42","5.74","7.14","65.45","1.54","5.56","80.00","56.56","3.13","24.62","26.20","22.58","28.64","61.78"
"53cldealer53","843","14.14","21.86","18.81","5.85","14.29","64.29","1.10","0.00","76.00","62.16","2.04","33.33","33.33","25.81","27.14","57.89"
"53HerbieLoveBug","19,564","-6.42","21.02","13.85","15.63","10.68","61.64","1.94","16.80","52.54","47.35","1.73","36.42","25.96","39.46","31.28","51.83"
"53N1","845","61.76","55.37","44.34","16.83","0.00","25.45","1.10","1.52","79.41","44.72","6.67","32.91","26.72","35.00","29.32","52.99"
"53times","3,978","-7.28","24.88","21.25","13.73","8.00","76.44","1.49","1.51","60.96","40.00","8.00","27.51","25.94","28.23","27.76","60.17"
"55Chins66","4,592","-18.66","40.31","28.62","19.95","7.14","59.75","1.44","2.13","77.49","48.31","2.55","33.80","32.14","36.42","34.79","50.40"
"55ge0rg55","7,396","-31.50","51.80","36.22","6.99","10.11","45.37","0.82","18.06","47.41","39.72","2.84","25.65","39.38","36.04","39.61","47.09"
"57lep","2,659","-76.62","59.21","40.65","12.97","16.67","53.38","2.45","23.20","64.71","58.21","8.02","46.70","62.64","20.38","24.80","34.89"
"5858ghost","45,309","-19.89","51.73","31.90","9.82","3.00","63.26","1.87","25.13","52.59","69.45","2.74","31.15","28.72","15.06","27.32","55.10"
"5BetBill","335,925","6.28","29.18","9.72","20.91","7.79","69.20","2.29","2.78","65.63","48.55","5.54","32.05","33.81","23.99","27.60","53.85"
"5betcheck","824,079","2.51","26.84","10.76","18.46","5.30","70.03","1.59","4.11","43.03","52.72","4.52","31.53","30.65","28.42","28.07","60.65"
"5BETCHET","849","3.46","35.32","16.22","18.39","0.00","60.94","2.64","0.00","71.43","60.78","3.17","37.50","42.86","26.32","28.18","50.00"
"5duecesoooted","1,403","-13.06","32.61","16.26","16.05","7.14","44.44","2.00","1.15","80.00","35.14","11.81","47.86","40.56","28.81","26.92","47.62"
"5even3","1,184","0.72","18.31","7.69","14.38","22.22","82.61","4.11","35.29","54.32","66.67","4.26","26.26","28.36","41.67","27.42","51.47"
"5F438","74,109","-25.67","71.26","49.74","26.60","6.52","56.55","2.25","12.88","84.97","49.83","8.60","50.30","32.21","15.27","27.03","46.92"
"5gMoney","987","-0.96","41.41","27.45","17.62","15.00","52.27","2.14","2.44","83.84","64.18","6.73","38.10","38.66","30.77","28.19","44.35"
"5KRVA","20,448","-29.01","52.38","38.25","28.58","3.57","56.31","1.53","6.91","61.59","43.64","5.11","40.82","34.53","46.85","32.89","48.46"
"5putnik15","1,940","-79.58","48.45","35.14","27.91","0.00","33.54","1.01","5.41","38.57","41.38","10.19","35.20","23.60","43.86","32.73","41.95"
"607Evo","1,613","-51.30","67.15","55.81","9.29","20.00","23.53","1.14","8.39","85.88","35.45","12.22","37.39","42.42","38.00","35.45","49.87"
"61WChadakoin","122,635","-2.06","28.12","13.80","14.25","11.00","65.17","1.28","2.85","54.87","55.57","2.56","25.71","19.86","40.58","32.04","59.17"
"63ETNA","656","29.00","36.48","22.92","15.09","14.29","65.00","2.57","12.96","87.50","65.85","2.17","46.15","36.51","40.91","25.81","53.57"
"666loco16137","982","11.29","36.67","28.95","0.62","0.00","76.19","1.11","3.57","100.00","58.06","5.15","29.08","31.52","15.09","34.39","58.55"
"666Miracle","14,089","-15.50","23.54","14.21","12.44","4.71","59.22","1.26","3.58","69.96","45.58","3.46","24.20","26.75","32.84","31.10","51.28"
