Player,Hands,BB/100,VPIP,PFR,3Bet F,Fold to 3Bet,Flop AF,Donk F,CBet F,Fold to F CBet,XR Flop,Bet T,Bet R,Call R Bet,WTSD %,WSD
player28785,"6,430",-45.16,48.98,9.34,2.11,38.46,1.27,27.78,74.62,36.85,1.25,44.28,42.44,34.21,35.92,43.94
player28786,623,-4.65,48.17,16.22,0,34.62,3.18,50,79.17,50,0,43.8,24.42,57.14,39.16,41.75
player28787,"33,619",10.12,21.49,16.15,21.52,71.04,5.12,0.62,87.72,53.45,10.68,40.86,27.02,31.85,28.68,50.86
player28788,"7,561",-86.22,57.15,29.19,25.25,33.71,1.29,12.65,39.16,30.87,14.2,47.66,50.76,42.08,40.46,42.86
player28789,"116,498",-3.94,22.38,14.46,3.59,75.34,1.4,2.62,54.58,48.32,3.52,35.74,31.2,28.76,28.11,54.02
player28790,"5,274",-12.04,24.14,16.15,2.78,81.69,3.48,1.91,75.76,45.14,8.44,39.59,37.54,31.25,22.84,52.99
player28791,"1,588",-67.58,51.26,4.71,2.63,77.63,2.06,30.85,57.78,64.15,0,36.22,42.29,42.68,27.51,37.91
player28792,"885,041",2.04,20.98,13.45,12.5,67.52,5.25,14.46,64.52,68.13,3.48,26.61,14.8,28.63,27.12,58.61
player28793,"1,726",-191.53,71.61,27.51,27.54,31.3,4.37,57.99,93.03,26.92,17.53,75,78.79,27.27,31.75,36.55
player28794,521,-33.51,40.66,6.55,0,61.54,1.04,6,69.57,56.67,1.32,35.04,37.84,31.43,22.22,53.57
player28795,"1,339",26.58,39.15,12.28,6.45,70.37,4.5,27.08,64.37,60.71,2.25,57.77,70.07,23.53,18.99,41.84
player28796,"1,777",-59.62,43.32,15.38,15.38,40.98,2.46,27.27,60.67,41.04,9.09,43.19,39.25,36.59,28.09,42
player28797,602,-51.61,35.59,0.68,0,76.47,0.93,5.26,100,60,1.79,35.58,30.14,51.28,33.63,50.67
player28798,"2,104",-10.84,36.21,8.39,33.33,73.4,1.63,3.9,60.64,42.64,10.69,35.35,34.55,46.15,35.65,49.8
player28799,"9,780",5.82,27.36,16.28,2.67,59.86,1.14,1.78,46.38,52.74,1.32,20.29,20.29,46.52,32.23,57.48
player28800,"9,021",-53.23,44.95,27.25,11.49,41.32,3.03,41.22,54.29,60.27,2.37,45.67,45.93,21.07,26.95,42.43
player28801,689,-63.88,35.72,10.57,0,41.67,1.6,10.53,45.45,65.96,1.56,24.07,16.67,38.24,26.06,52.7
player28802,"7,260",-46.53,58.77,6.73,2.93,40.06,2.07,39.94,61.07,56.46,3.69,46.48,39.74,30.3,26.69,43.11
player28803,"52,728",1.21,39.71,6.18,4.63,69.87,1.58,6.36,72.46,53.91,5.98,37.4,31.55,21.45,24.4,53.14
player28804,"1,006",-13.68,46.67,10.83,0,42,3.49,42.2,76.92,67.11,1.92,55.67,56.69,29.41,26.63,39.62
player28805,"3,374",12.69,28.93,21.44,5.41,60.47,3.11,0,54.68,56.18,5.15,32.71,30.71,29.6,32.53,58.33
player28806,517,-22.67,61.69,3.94,0,54.55,0.63,3.17,93.33,54.69,1.45,18.79,24.32,38.98,33.73,54.87
player28807,"3,278",-9.21,43.37,9.81,8.57,66.19,1.3,5.56,84.55,51.48,3.26,39.41,52.28,27.78,27.17,48.55
player28808,"6,641",-31.66,27.45,8.71,7.84,60.08,2.25,12.69,64.81,49.4,8.24,53.36,62.65,31.51,20.82,43.65
player28809,"1,047",-33.73,46.24,9.86,11.43,50,2.61,36.23,81.97,62.3,2.47,39.63,56.1,16.67,18.29,50
player28810,548,-40.99,41.42,6.54,7.14,54.17,1.34,22.86,63.16,51.16,2.17,30.63,28.4,25,27.71,52.17
player28811,"6,517",-10.78,23.53,7.83,2.86,81.17,1.29,0.56,56.42,51.83,5.93,27.91,31.38,31.33,29.33,58.57
player28812,"9,586",-20.56,52.67,15.56,5.63,50.85,2.84,28.23,65.89,51.69,11.76,56.2,39.93,28.8,28.27,43.16
player28813,"5,432",-8.04,45.57,15.02,4.59,63.12,2.58,24.96,73.31,53.61,6.78,45.52,32.63,21.34,22.1,42.95
player28814,"6,111",-35.21,56.33,15.18,11.54,48.01,1.86,19.62,57.3,57.58,2.06,36.96,32.05,21.99,29.36,43.3
player28815,"2,266",-147.84,77.85,23.07,5.37,39.57,2.11,49.56,63.09,47.64,6.19,60.26,68.82,27.07,36.18,35.6
player28816,"16,753",19.57,27.14,20.5,6.41,69.86,2.62,2.65,52.84,63.52,3.1,36.39,46.23,35,24.83,57.48
player28817,"45,018",-1.78,34.09,24.16,5.47,66.98,4.11,8.61,81.36,52.07,9.02,43.77,31.59,32.85,26.62,45.91
player28818,"3,498",-30.45,38.56,5.79,11.76,61.81,2.08,13.28,86.79,57.66,5.67,45.62,37.57,22.31,25.81,41.49
player28819,"1,362",-6.74,56.33,10.24,2.33,64.1,1.61,16.22,71.62,60.29,0,47.9,53.85,28,21.4,46.67
player28820,"4,046",-9.33,22.78,5.55,23.08,73.68,2.65,2.17,77.08,55.74,9.23,28.4,26.64,33.6,25.42,53.45
player28821,"2,793",-22.68,69.98,21.53,14.17,30.62,1.33,25.36,59.87,44.74,3.75,42.57,48.57,33.45,34.21,46.83
player28822,703,36.81,41.43,22.99,10,43.48,2.53,0,70.97,53.33,11.94,31.88,27.38,45.28,29.48,50.63
player28823,"26,219",-7.88,38.36,27.55,7.59,64.1,2.14,4.08,46.34,37.91,11.72,43.04,47.91,37.95,28.87,48.81
player28824,"100,117",2.74,18.94,15.69,7.65,84.4,2.71,0.94,41.76,54.66,7.72,28.65,24.4,27.09,26.18,63.9
player28825,"4,974",-51.72,54,16.9,8.55,34.39,0.92,9.98,47.77,41.65,6.23,36.17,35.3,27.66,33.93,41.34
player28826,"1,246",-32.8,35.57,1.39,0,89.74,3.09,50.75,25,51.02,14.06,63.05,59.28,32.43,28.82,50
player28827,"3,233",-110.31,83.93,26.63,9.03,41.64,2.19,23.36,59.57,48.4,10.35,37.93,38.07,30.59,32.51,42.93
player28828,850,-12.69,49.15,13.66,14.29,72.13,1.27,2.52,74.19,41.12,1.14,50.93,43.7,29.79,28.11,47.12
player28829,"4,218",-37.99,41.67,10.68,8.22,46.15,1.94,6.23,73.4,44.91,3.81,37.55,23.74,42.38,31.85,46.05
player28830,"1,387",-33.13,40.67,14.25,8.57,45.83,3.03,21.95,64.08,70.42,5.04,38.49,44.3,22.09,19.61,48.76
player28831,"1,777",-6.78,34.65,2.35,10,86.67,0.89,3.45,50,53.28,1.15,15.88,29.74,30.1,32.77,57.48
player28832,"2,114",-5.41,41.23,8.63,10.81,73.33,1.66,7.14,59.78,57.46,3.61,37.01,28.25,43.7,30.13,51.18
player28833,"15,869",4.66,42.43,12.95,3.93,51.39,2.44,9.16,88.81,56.47,3.23,48.61,50.24,26.21,26.14,42.31
player28834,"1,809",-48,47.58,18.34,7.14,36.67,1.45,9.94,72.62,47.69,3.26,34.61,42.77,48.8,38.09,43.65
player28835,"69,952",0.24,22.48,19.18,4.54,59.3,2.69,15.33,66.67,47.19,5.73,39.25,24.11,51.51,36.25,54
player28836,"23,992",-17.58,26.7,18.83,8.07,50.98,2.35,11.74,62.93,51.03,4.89,37.85,38.18,43.14,31.66,47.84
player28837,"6,982",0.19,52.55,16.11,2.82,67.53,1.7,4,52.79,46.71,9.74,46.08,46.11,32.48,25.5,46.82
player28838,"1,506",-46.81,62.78,21.57,9.3,40,1.58,19.9,64.18,50.58,4.62,36.98,31.2,40.52,36.36,44.48
player28839,"3,830",3.84,25.59,5.5,11.11,85.42,2.33,8.65,51.06,65.73,8.64,49.66,31.6,30,22.53,52.2
player28840,"1,063",-156.49,81.87,20.38,17.95,7.14,1.11,21.15,38.81,44.52,10.17,56.42,81.69,29.41,39.32,38.44
player28841,"5,865",-19.95,40.6,0.48,4.55,82.88,0.83,11.23,87.5,61.39,0.15,42.12,39.24,36.36,30.86,54.25
player28842,977,-23.57,34.98,20.65,0,64.29,2,1.75,58.06,44.23,11.11,36.67,28.28,48.65,33.22,40.21
player28843,"3,372",-1.6,23.67,19.68,16,74.18,4.17,0,78.41,46.91,14.14,37.08,38.65,36.21,29.1,55.03
player28844,"2,375",-22.6,49.29,1.55,0,88.51,1.03,1.43,83.33,60.25,1.17,33.66,37.76,33.9,25.09,51.3
player28845,"1,399",-13.96,47.96,9.13,13.79,44.26,1.48,31.19,49.15,55.66,2.26,31.4,40.54,27.88,28.13,49.21
player28846,"5,215",-29.39,41.79,9.03,1.96,75.71,1.92,17,70.54,64.22,3.15,36.5,28.75,23.56,28.47,45.98
player28847,"22,397",-20.6,52.17,7.46,5.31,76.39,1.34,5.07,60.32,47.62,4.49,34.66,26.17,39.93,32.07,48.68
player28848,"1,608",24.31,25.71,13.95,9.09,60.29,1.9,1.3,61.79,43.55,3.06,28.79,23.77,49.09,27.94,61.4
player28849,"5,042",-0.6,29.8,9.44,7.55,80.28,2.74,19.22,81.43,58.74,2.99,41.38,39.5,35.04,28.63,50.25
player28850,"4,001",-14.75,51.22,21.74,0,54.02,1.5,13.04,55.18,49.84,2.64,34.68,34.93,21.74,30.49,49.02
player28851,"3,113",-71.67,57.26,14.47,8.99,47.17,1.88,32.18,58.82,62.81,3.15,39.7,35.59,39.43,33.37,40.27
player28852,960,-12.49,36.68,6.48,11.76,66.67,1.56,7.55,32.26,76.92,3.49,34.55,31.58,26.98,28.97,52.17
player28853,"1,453",27.54,42.09,25.2,16.67,58.56,0.98,0.66,56.08,44.44,5.11,26.17,33.9,44.93,34.23,49.02
player28854,"1,572",-149.85,77.62,10.23,3.61,47.73,1.74,52.19,76.62,42.94,0.7,52.65,57.53,45.93,37.02,38.12
player28855,"19,358",-14.76,33.77,2.72,5.2,67.69,0.62,5.43,44.39,46.18,1.56,25.07,29.88,36.51,33.46,51.84
player28856,"2,064",21.47,38.67,22.86,21.74,60.19,1.87,3.05,60.08,48.25,1.99,35.25,34.47,41.6,35.2,45.83
player28857,"13,290",-23.2,29.66,20.6,17.88,52.22,3.06,28.95,65.53,55.83,5.21,33.31,32.05,34.85,33.65,50.97
player28858,682,-69.33,56.14,11.08,0,41.67,0.95,11.11,81.82,40,3.45,29.65,26.22,38.98,39.51,45.63
player28859,703,-1.54,35.57,7.29,0,41.18,1.51,20,66.67,51.43,0,35.71,41.28,35.14,29.33,44.58
player28860,585,-3.9,28.89,21.97,0,68,1.68,21.43,38.1,54.55,3.57,36.36,39.66,22.22,32.12,45.28
player28861,722,-118.18,68.91,25.9,0,46.15,1.7,8.51,56.38,54.32,5.75,35.48,42.11,27.45,30.97,39.69
player28862,"11,700",-51.68,67.54,7.21,10.85,54.21,1.39,28.94,66.08,47.5,3.1,41.78,45.79,40.27,33.68,45.48
player28863,793,-222.27,76.64,26.35,18.18,18.6,2.5,20.27,72.73,32.88,10.84,67.63,50,19.05,27.83,36.53
player28864,"16,889",-44.32,46.72,16.55,18.69,46.76,2.61,20.05,76.98,56.86,5.31,48.67,53.37,32.6,29.62,40.59
player28865,"1,102",5.49,33.36,15.38,14.29,61.54,2.08,0.97,68.66,50.57,13.58,28.1,20.21,34.62,31.08,59.78
player28866,"3,518",-141.85,73.1,8.85,10.84,34.65,0.92,22.28,60.26,52.66,1.99,24.94,26.24,45.87,38.7,44.61
player28867,533,-36.1,41.63,17.14,0,55.56,1.32,11.36,49.02,54.55,2.08,44.78,47.25,47.06,28.51,41.54
player28868,796,-15.58,48.83,22.34,0,59.34,3.4,35.71,60.53,44.23,14.29,48.94,36.27,43.33,32.21,47.92
player28869,"209,129",8.81,21.77,18.31,10.23,66.38,1.79,1.38,47.27,44.81,6.21,29.55,31.04,36.69,31.36,58.27
player28870,522,-15.52,19.21,1.19,0,100,1.06,0,0,62.5,0,27.12,29.27,63.64,37.17,57.14
player28871,"1,565",-43.93,42.77,10.17,14.29,62.75,3.38,27.06,67.02,67.74,1.53,37.69,47.6,34.92,27.56,44.85
player28872,"2,368",-146.12,74.48,5,10.17,31.06,1.71,33.08,94.34,52.43,1.16,62.67,55.97,39.78,26.56,27.88
player28873,"1,106",-37.57,42.03,10.07,20,76.19,2.25,12.5,82.14,56.47,4.72,48.09,54.63,21.62,22.36,50.54
player28874,"1,472",27.21,36.1,17.15,0,64.84,1.61,7.86,45.1,60.71,0.8,25.91,33.33,47.17,36.74,57.59
player28875,"4,584",-32.83,42.88,8.75,7.41,62.05,1,6.97,90.22,52.46,0.21,25.82,21.6,39.56,32.27,49.31
player28876,821,-103.81,75.84,28.41,5,38.81,2.33,50,80.74,43.75,0,60.63,58.56,19.48,29.18,37.08
player28877,"15,819",-36.34,47.73,8.21,2.58,52.6,1.77,25.32,71.39,58.68,2.31,35.03,33.83,29.07,29.15,44.91
player28878,670,-18.75,47.6,20,16.67,49.02,4.63,18.6,86.67,52.73,5.66,50.82,32.1,26.67,28.99,40
player28879,"1,684",-0.86,45.49,6.38,1.49,50,3.82,47.57,43.48,81.03,3.51,69.42,89.84,12.28,19.8,49.36
player28880,"1,014",-36.31,38.53,3.22,4.76,74.07,1.88,46.39,66.67,52.05,0,39.47,50.72,30,34.48,47.5
player28881,"2,802",-28.12,46.39,21.37,3.45,58.62,1.36,7.5,61.71,39.04,7.42,36.65,31.66,39.13,30.82,48.34
player28882,"1,829",-74.75,44,11.39,5.13,39.29,1.79,23.71,73.83,54.67,1.75,34.68,46.95,44.68,28.16,40.17
player28883,857,-48.72,78.06,22.78,23.08,40.63,1.11,3.78,62.37,55.28,3.47,30.71,54.95,31.58,28.13,40.24
player28884,"1,906",9.41,59.35,18.86,8.64,50,2.56,54.96,67.48,43.82,11.28,56.18,44.38,34.92,30.71,50.43
player28885,"1,866",-98.35,43.28,17.87,21.88,60.71,2.72,46.9,70.37,29.91,8.49,38.97,55.19,19.23,32.08,37.38
player28886,854,42.42,25.36,19.32,28.57,64.29,2.1,0,63.75,46.15,13.16,40,34.69,40,26.82,56.25
player28887,"63,068",-28.33,75.34,27.28,6.65,53.02,3.07,29.41,71.23,54.19,2.97,57.35,48.15,31.27,25.28,43.73
player28888,"1,271",-2.62,48.7,4.35,3.85,66.67,1.23,8.77,87.1,50,6.45,34.39,45.89,28.4,26.25,49.21
player28889,662,33.36,54.7,22.88,0,58,2.54,12.9,39.68,52.83,8.89,30.82,54.29,30.77,29.96,48.75
player28890,"1,069",-26.96,41.55,17.68,16.67,48.57,2.39,20.72,85.94,50,5.48,51.85,52.68,35.29,23.61,38.2
player28891,"1,586",-61.2,33.01,12.52,6.25,71.62,2.98,21.36,65.96,61.29,6.17,36.87,30.56,48.15,32.9,42.38
player28892,"5,451",20.54,21.76,9.87,10.26,68.42,2.72,5.04,67.32,59.79,1.57,33.33,21.28,35.51,29.85,56.29
player28893,"2,587",46.96,30.87,20.28,3.03,53.21,2.6,5,57.69,55.1,4.42,36.84,33.78,36.04,26,55.22
player28894,581,1.47,49.39,6.65,14.29,61.11,0.87,4.48,76,38.89,6.02,32.93,43.8,35.71,34.12,38.61
player28895,"1,571",-1.18,32.79,28.03,8.7,71.83,6,0,96.21,50,0,33.33,23.01,49.3,28.5,43.22
player28896,"2,093",-4.38,48.94,12.9,6.25,29.73,1.44,13.22,51.82,54.08,4.53,43.23,36.46,41.14,32.97,49.72
player28897,"1,945",-62.06,31.54,20.05,16.67,50,1.24,0.78,49.38,47.75,2.61,32.84,34.38,42.03,37.02,42.93
player28898,"3,193",-23.15,32.86,15.99,5.26,55.56,3.85,29.83,60.47,75.66,2.09,55.14,37.74,25.84,21.56,45.54
player28899,"2,048",-10.71,42.89,8.91,0,62.22,1.38,4.08,70.13,56.02,3,25.47,31.5,25.96,29.46,55.78
player28900,"2,416",-6.9,49.68,24.72,11.54,53.01,2.48,28.98,64.66,47.8,3,60.88,57.73,29.63,26.17,42.86
player28901,501,-46.77,55.19,33.81,22.22,28.57,2.46,4.76,81.82,54,3.85,45.08,51.19,16.67,32.35,42.86
player28902,672,27.89,47.38,27.16,25,45.45,2.3,0,71.23,51.72,9.43,36.05,27.38,32.35,36.33,47.62
player28903,656,25.06,28.73,7.45,0,50,1.35,7.14,59.09,50,4.26,30.1,32.86,30.3,28.78,64.41
player28904,"1,080",-28.42,29.43,10.89,11.11,66.67,1.92,3.57,59.32,51.52,5.06,40.49,50.5,38.1,26.7,45.92
player28905,982,13.61,36.28,15.46,25,50,1.61,1.12,74.24,52.5,7.23,28.05,32.11,39.47,32.28,53.92
player28906,"1,975",-96.14,64.83,23.47,8.93,12.4,1.17,16.55,60.52,40.64,2.92,41.03,38.54,39.23,31.96,42.43
player28907,"1,390",6.42,18.43,6.59,11.11,80.85,2.14,16.98,80,50,4.84,34.29,35.23,14.63,25.65,60.87
player28908,"28,066",-17.21,39.09,6.16,4.84,72.23,3.74,57.47,93.49,58.64,1.12,51.12,24.38,33.17,25.57,45.46
player28909,"6,474",-12.63,29.36,2.98,11.76,58.96,1.01,16.42,84,60.46,1.83,33.75,40.5,33.88,31.18,50.63
player28910,"9,866",-21.22,24.15,15.43,12.77,69.4,4.18,43.68,63.72,68.68,0.88,45.42,37.01,21.46,25.18,46.56
player28911,"1,230",-70.62,62.09,10.13,9.09,45.28,0.77,10.81,50,44.92,4.85,27.62,43.37,13.68,30.25,52.4
player28912,"29,176",-6.91,26.79,5.4,9.88,82.35,1.3,7.4,52.03,59.41,1.92,27.32,23.89,36.42,31.5,55.46
player28913,903,-55.51,42.21,8.53,0,75.61,1.41,10.71,63.41,50,1.28,24.4,18.62,30.88,33.59,48.84
player28914,938,93.87,53.88,12.49,0,41.38,2.1,11.46,70.42,61.63,1.82,45.73,55.17,20.63,21.76,43.86
player28915,"1,753",13.15,61.02,5.48,5.8,37.66,1.3,22.87,66.67,54.81,2.69,39.37,51.24,28.07,30.59,53.26
player28916,"1,170",-40.02,58.35,11.01,0,48.39,1.42,19.75,82.19,46.88,2.03,27.3,19.12,34.71,35.83,43.73
player28917,693,14.63,64.06,10.46,14.29,40,1.87,24.21,74.36,39.73,3.45,56.19,62.41,34.78,26.85,41.67
player28918,"3,133",-11.69,52.6,10.66,1.82,67.13,1.26,13.19,70.49,44.57,2.44,42.23,37.48,34.17,29.49,48.2
player28919,"22,404",6.68,43.95,18.62,4.37,57.19,3.4,27.89,81.16,56.32,4.22,54.88,46.05,29.04,24.6,49.67
player28920,629,-34.5,39.02,5.04,28.57,85.71,2.81,10,78.57,50,11.63,56.52,47.76,31.82,25.33,49.12
player28921,968,-13.14,47.48,18.7,18.18,52.17,2.32,16.44,50.45,59.02,2.33,35.89,22.3,30.16,31.21,53.28
player28922,"2,884",-13.98,51.21,32.53,6.52,63.29,2.49,4.21,66.36,48.62,14.12,42.08,29.43,39.13,32.43,52.23
player28923,867,3.44,32.74,26.16,0,57.63,2.24,0,50,56.25,12.82,40.19,34.92,41.18,29.61,57.38
player28924,596,52.62,26.48,17.23,0,48.15,1.7,0,56.72,56.25,0,30.23,29.41,13.79,20.22,58.33
player28925,"169,900",-7.91,27.82,7.16,7.44,72.31,2.11,19.91,74.02,51.38,5.49,29.95,22.83,35.26,26.4,48.2
player28926,886,-8.71,20.18,6.42,0,76,1.36,6.25,81.82,70.83,1.64,48.18,45.45,23.53,21.03,53.06
player28927,"4,051",-35.67,47.63,25.63,15.63,52.57,1.66,8.67,64.09,48.86,7.14,41.33,39.56,42.21,32.83,45.8
player28928,"3,486",-118.88,72.48,23.74,19.08,34.5,4.05,59.48,67.09,44.14,11.07,51.84,41.09,36.45,35.16,35.51
player28929,"3,537",-67.34,76.57,13.62,2.27,61.45,1.82,23.24,55.47,55.75,2.92,48.26,41.39,35.93,28.94,41.57
player28930,"1,379",-13.14,22.48,1.2,0,66.67,0.48,0,83.33,55.07,2.17,33.33,41.43,29.55,34.12,52.31
player28931,"1,126",-22.42,46.22,5.69,3.33,47.62,1.11,30,58.82,52.24,0.75,24.92,27.85,25.49,35.23,47.87
player28932,"4,545",-17.98,48.85,1.48,3.26,74.62,0.78,4.28,80,55.32,2.19,36.91,36.99,41.48,30.73,53.61
player28933,"7,899",4.86,23.61,12.35,19.15,65.58,1.74,0.72,55.13,51.61,6.02,23.05,26.66,36.19,31,55.51
player28934,529,-58.64,55.6,2.17,0,66.67,0.21,2.04,50,61.22,2.44,5.06,29.2,22.73,28.13,48.89
player28935,"4,244",-56.47,68.74,5.48,4.61,52.97,2.11,24.87,86.78,67.75,1.29,45.45,35.23,21.4,28.3,49.87
player28936,"130,184",-6.84,15.76,6.58,6.03,86.22,2.09,3.4,57.69,68.4,2.62,28.87,20.87,29.57,26.81,62.55
player28937,"4,742",-5.66,34.61,19.6,4.88,62.64,1.83,4.47,49.26,56.51,5.72,26.03,22.49,32,29.31,59.64
player28938,"1,313",-70.8,47.38,2.08,0,65.12,1.78,46.63,100,62.37,0,44.41,35.16,29.21,33.43,45.18
player28939,"2,982",-2.05,26.76,0.58,3.23,81.48,0.7,6.63,100,62.34,1.62,26.48,26.21,36.99,33.2,57.54
player28940,623,4.8,38.42,7.73,12.5,70.37,3.17,17.5,83.33,74.19,2.56,39.84,52.86,33.33,27.2,50.77
player28941,717,-32.74,62.91,40.51,4.55,12,3.98,21.11,64.33,39.66,18.18,50.92,46.51,38.46,31.27,42.06
player28942,"2,126",4.84,25.23,15.06,0,44.12,2,1.94,78.13,46.07,5.38,42.5,31.93,45.68,27.15,45.34
player28943,"5,808",-50.87,56.51,5.26,2.99,62.98,1.15,18.81,64.38,47.96,3.9,44.63,53.19,48.38,35.3,46.03
player28944,"2,073",-16.81,43.1,11.02,12.82,53.52,1.56,28.93,57.62,50.94,2.23,37.97,39.51,31.65,28.98,42.25
player28945,"1,430",6.48,29.82,5.04,23.08,56,1.5,8.47,59.46,63.46,1.83,25.81,30.26,27.94,27.19,52.74
player28946,807,-57.01,49.31,15.58,7.69,50,3.82,55.56,85.29,61.29,7.69,65.75,58.56,55,28.26,35.9
player28947,"1,571",-21.44,34.92,23.55,31.58,68.29,1.7,2.3,62.07,43.66,4.35,50.18,62.16,19.05,26.61,48.44
player28948,"2,887",11.76,30.58,19.67,15,50.88,1.48,0.85,59.59,44,4.86,36.16,37.35,31.97,31.26,52.67
player28949,512,-76.06,49.5,10.74,10,62.5,1.29,9.68,67.86,53.33,3.45,36.97,31.65,33.33,28.75,39.13
player28950,"2,430",-34.64,42.52,9.94,18.52,59.26,0.32,2.14,33.33,53.14,6.2,9.75,23.29,39.33,46.29,52.36
player28951,561,-180.27,62.3,19.93,3.45,44.12,1.65,32.81,59.02,36,0,47.24,51.79,39.02,35.76,36.44
player28952,"1,848",-57.89,46.84,13.14,11.11,53.16,3.56,46.36,84.62,57.43,1.01,59.44,60.38,32.05,26.1,39.09
player28953,"2,842",-28.05,40.78,0.82,4.76,85.44,0.98,0.94,100,61.35,4.42,41.91,46.25,28.36,20.96,49.08
player28954,"2,878",-20.26,44.99,26.42,0,48.63,1.67,4.82,66.67,54,3.4,33.02,42.45,29.7,28.27,45.16
player28955,529,-30.33,61.9,8.7,18.18,63.64,1.68,6.94,52,62.69,6.25,41.35,55.91,41.38,27.46,40.74
player28956,"1,593",-44.53,42.35,13.82,7.14,61.33,1.02,8.96,36.79,51.57,6.51,31.03,37.93,54.46,42.1,40.61
player28957,654,-52.27,42.83,13.92,20,69.7,1.19,5.06,56.67,44.26,1.59,29.6,32.93,38.1,30.97,44.29
player28958,"1,084",-58.43,52.35,9.19,3.7,61.54,1.6,0.61,85.96,46.15,8.76,41.7,25.61,36.49,29.76,47.56
player28959,"1,257",-67.52,55.49,5.79,2.17,57.41,2.05,45.51,56.76,55.65,6.36,47.5,58.05,29.11,25.65,44.68
player28960,"1,126",-17.41,45.52,1.89,13.33,68.29,0.51,6.03,63.64,49.47,0,20,29.28,41.41,38.84,44.8
player28961,769,-105.4,49.6,2.93,11.43,50,1.22,41.77,84.62,47.27,3.33,62.98,63.51,35.19,29.25,38.76
player28962,"1,030",-74.7,35.11,14.76,41.67,45.24,2.44,22.22,52.56,57.78,11.39,38.62,47.15,25.58,30.77,43.1
player28963,845,-89.76,62.04,15.93,13.04,31.11,1.67,36.08,50.65,45.12,8.6,36.96,49.7,40,32.22,36.78
player28964,811,-101.44,64.25,7.9,0,42.86,0.81,17.81,40.48,48.24,2.21,32.04,42.16,44.07,33.22,39.18
player28965,"2,084",1.21,50.34,6.24,6.56,66.18,1.56,23.9,94.34,56.77,1.01,43.69,46.53,37.74,30.67,52.1
player28966,"3,552",-67.95,31.92,26,17.65,38.69,2.75,26.02,47.1,62.73,7.07,54.56,40.94,30.43,27.96,39.56
player28967,"12,340",-9.96,41.55,1.44,4.33,65.24,0.66,9.93,67.35,55.53,0.98,17.42,19.05,32.95,32.56,60.42
player28968,660,46.4,56.03,9.55,0,52.38,1.1,9.65,75,50,4.04,35.56,42.52,39.13,29.34,54.37
player28969,"1,966",10.91,40.85,16.27,3.33,30,1.84,5.77,73.86,48.39,5.39,38.59,39.78,22.52,27.38,46.28
player28970,"14,272",5.96,23.33,17.54,2.82,71.37,3.08,0.52,62.74,55.86,11.22,35.89,30.4,29.71,25.91,56.96
player28971,"6,564",-19.41,29.14,10.76,18.75,66.44,1.48,0.74,49.58,53.19,9.16,23.86,29.62,30.62,32.65,52.02
player28972,944,-23.76,32.1,4.48,0,80.95,2.98,14.06,92.31,42.11,5.66,54.78,38.67,9.09,19.84,28
player28973,"24,508",-25.52,51.71,9.14,3.28,57.26,1.4,24.24,55.21,55.79,0.41,38.65,28.53,22.07,27.82,52.68
player28974,"2,312",-33.97,30.61,4.63,4.55,73.13,1.87,17.43,70.27,57.47,6.29,34.35,42.8,31.82,26.5,51.61
player28975,515,1.76,57.68,7.28,0,68.75,2.15,23.75,79.17,55.17,0,48.67,67.02,27.27,17.94,55.56
player28976,991,-105.27,46.54,10.02,15.79,53.66,2.52,17.86,74,63.38,7.37,37.74,44.19,26.92,28.54,40.88
player28977,"25,770",-35.42,58.42,5.02,1.34,52.82,1.07,4.09,77.97,40.89,2.79,38.69,24.43,19.48,28.13,42.27
player28978,"1,049",9.12,31.4,5.53,5.26,44.44,1.89,17.24,77.42,60.47,7,40.18,41.45,20.69,26.88,56
player28979,664,-63.31,33.49,10.97,50,75.86,2.29,5.08,57.14,54,9.84,40.37,40,33.33,27.98,49.18
player28980,628,-36.72,25.44,2.72,10,88.89,1.83,24.14,100,66.67,1.89,22.54,31.25,47.83,21.56,53.19
player28981,856,-41.18,65.08,19,9.43,33.33,2.58,35.56,82.83,62.96,4.26,69.4,60.25,22.67,23.73,47.41
player28982,779,-23.87,50.2,27.73,0,62.5,1.58,0,60.24,37.68,9.76,47.59,36.26,38.1,29.25,48.84
player28983,"5,895",-32.09,56.67,7.17,13.04,60.36,0.9,12.62,58.96,35.2,2.38,25.46,29.29,26.02,38.95,48.95
player28984,"1,014",-30.22,38.77,7.26,0,53.57,1.11,4.94,75.51,57.14,3.03,41.83,56.67,52.5,30.72,45.26
player28985,"4,687",-6.32,43.35,22.37,6.52,52.26,1.48,3.18,67.49,38.91,7.28,34.02,40.6,34.5,34.13,49.63
player28986,"4,112",11.63,40.65,9.65,9.68,56.45,1.48,14.67,45.88,49.17,4.29,50,60.82,32.06,28.88,46.22
player28987,902,-94.43,57.08,21.54,5.56,51.32,2.04,12.74,52.22,50.48,8.51,27.8,28.9,37.74,36.18,44.59
player28988,"4,296",-51.61,39.74,28.39,12.24,49.15,1.78,5.63,54.55,39.84,7.43,38.02,33.47,51.71,36.2,44.71
player28989,"1,801",-56.62,50.63,13.47,21.43,53.33,1.68,4.31,73.98,42.49,7.51,28.24,43.83,33.01,31.82,41.99
player28990,"2,575",-2.49,31.86,13.25,15.79,57.73,2.16,2.03,80.25,57.14,6.6,39.95,40.52,30.12,24.76,55.34
