,player,hands,bb_100,vpip,cc_2bet_pf,pfr,3bet_f,fold_to_3bet,flop_af,donk_f,cbet_f,fold_to_f_cbet,xr_flop,bet_t,bet_r,call_r_bet,wtsd,wsd,cluster,cluster_name
197,2BLCKJKS,7610.0,-49.84,40.22,29.78,4.29,7.63,59.16,0.83,5.0,72.46,43.67,2.81,30.53,37.8,35.63,30.15,48.92,1,The Solid Regs
199,2CardsWin99,4424.0,-100.34,53.96,27.27,13.6,16.81,47.64,1.78,26.64,69.71,43.4,7.62,44.87,53.45,28.29,34.95,42.89,6,The Big-Betting Fish
200,2chainz3rdchain,2446.0,-16.94,42.71,29.34,4.52,4.35,77.55,0.99,0.31,87.1,35.52,4.3,34.77,27.15,44.95,35.49,49.54,2,The Hyper-aggro Maniacs
201,2EZzz19,9646.0,-2.21,18.92,11.54,12.28,7.69,71.94,1.57,0.58,59.33,48.73,4.42,27.59,27.17,41.98,30.91,59.45,0,The Loose Passive Fish
202,2fish1flop,5867.0,-74.88,37.95,17.49,29.57,21.13,40.36,2.64,7.24,58.66,44.19,10.74,40.32,44.56,44.11,35.44,43.52,1,The Solid Regs
204,2little2late123,3470.0,2.77,23.87,17.93,6.88,5.56,78.81,1.17,0.56,56.0,53.57,4.69,41.03,40.29,31.11,27.34,58.44,0,The Loose Passive Fish
205,2lmt,2293.0,-3.51,25.68,10.04,5.17,0.0,66.13,1.74,3.95,63.51,51.39,2.51,21.41,31.54,35.29,31.42,62.61,0,The Loose Passive Fish
208,2ofus692,3566.0,-8.15,46.36,23.2,11.79,6.67,68.18,2.11,9.8,78.32,53.92,0.98,40.18,29.96,28.5,27.38,46.95,5,The Moderate Aggressor
209,2old2bluff,4316.0,-35.92,48.89,35.39,6.11,4.65,67.33,0.56,3.13,60.47,30.43,5.61,23.22,39.78,37.15,39.12,48.61,2,The Hyper-aggro Maniacs
210,2Over1,7590.0,-30.23,30.9,20.99,3.69,13.75,63.46,1.06,6.34,86.83,41.83,3.37,31.57,28.24,42.73,34.98,50.74,2,The Hyper-aggro Maniacs
211,2phonekawalin,3890.0,-23.0,37.8,23.96,21.85,7.02,54.82,1.61,9.96,50.58,48.33,7.56,37.48,39.75,27.49,29.01,48.8,2,The Hyper-aggro Maniacs
213,2Shorttt,2088.0,-38.64,52.57,39.61,6.03,9.26,68.84,1.97,28.62,70.69,40.0,9.57,47.94,40.4,26.21,31.83,40.92,4,The Loose Aggro Fish
214,300lboflust,16163.0,-27.99,44.21,36.47,3.73,3.16,80.31,2.69,49.95,82.58,48.5,0.67,42.49,30.86,37.77,25.71,47.25,4,The Loose Aggro Fish
216,30stones40,2282.0,17.14,30.83,26.6,9.49,0.0,71.62,1.5,14.45,57.61,50.32,1.39,33.33,26.34,26.76,26.89,57.32,0,The Loose Passive Fish
217,31w311,2918.0,-25.35,34.68,11.54,25.86,6.98,30.33,2.07,21.01,66.22,42.86,8.47,40.79,35.53,36.7,36.15,49.25,2,The Hyper-aggro Maniacs
218,33010404,1200.0,-107.07,61.35,52.31,17.84,0.0,40.58,1.45,22.75,78.57,37.58,3.28,45.61,41.41,35.11,37.12,34.3,6,The Big-Betting Fish
220,33221141,3657.0,-4.59,47.83,35.62,24.48,10.2,69.15,1.82,11.9,64.67,36.18,7.14,42.24,34.03,48.45,31.12,52.43,0,The Loose Passive Fish
221,333babej,23652.0,-22.43,34.16,24.91,8.08,8.73,65.11,2.07,18.23,68.57,64.7,1.49,28.33,20.13,34.66,31.75,54.55,2,The Hyper-aggro Maniacs
222,33FreeMindz33,1564.0,-11.63,20.04,15.34,9.85,28.57,72.22,1.81,14.29,59.46,66.04,0.0,39.5,22.67,31.71,25.0,62.16,0,The Loose Passive Fish
223,34clubsMB,3332.0,-5.46,38.17,18.55,5.62,3.75,54.26,1.47,16.8,79.82,62.93,1.47,42.92,42.38,31.58,28.28,49.65,5,The Moderate Aggressor
226,392TA,1160.0,-66.39,21.84,10.42,9.71,25.0,66.67,1.02,0.0,64.81,36.36,4.41,20.17,20.55,57.58,36.82,43.21,1,The Solid Regs
227,3980343,37978.0,-6.94,24.86,8.71,10.93,4.32,59.76,1.65,6.78,55.41,50.74,3.65,32.73,30.68,36.87,32.11,54.4,0,The Loose Passive Fish
228,3BetBluff318,2486.0,-8.41,34.01,23.75,14.38,4.76,55.28,1.55,5.85,54.3,43.27,10.06,30.29,33.86,34.31,30.37,54.34,0,The Loose Passive Fish
229,3BetJammin,15382.0,-7.9,29.79,19.04,14.77,14.47,59.18,2.24,7.13,71.73,56.96,5.67,35.47,35.88,28.43,25.16,49.13,5,The Moderate Aggressor
231,3DEALER3,38453.0,-2.43,30.76,13.31,18.47,6.25,60.15,1.69,11.33,63.34,42.74,4.6,34.79,28.49,38.03,34.52,50.77,0,The Loose Passive Fish
232,3JackOFF,43221.0,3.61,22.37,6.16,18.22,14.63,72.32,3.04,0.38,60.27,48.5,9.62,36.5,36.48,34.67,28.76,54.35,0,The Loose Passive Fish
234,3putt667,1509.0,-12.4,49.43,31.82,8.3,15.0,40.0,1.08,0.0,75.29,62.26,3.14,46.45,44.21,36.61,31.53,41.83,5,The Moderate Aggressor
235,3rdnschlong,1922.0,-87.02,62.71,46.43,12.62,0.0,73.87,0.79,0.58,54.32,37.41,6.15,38.65,39.79,24.14,31.26,44.95,1,The Solid Regs
237,4 ACES TERI,8457.0,0.28,58.03,42.83,5.58,5.45,83.37,1.33,5.73,88.84,41.22,2.06,44.13,49.63,37.83,25.88,49.42,5,The Moderate Aggressor
240,40Hubie40,1526.0,-33.63,42.27,24.24,22.42,14.29,59.77,2.08,13.89,74.7,56.25,5.88,38.38,24.75,51.69,35.74,44.44,2,The Hyper-aggro Maniacs
242,40tonpiggybank,2117.0,35.96,32.01,17.89,15.44,6.67,55.13,1.98,0.92,70.59,54.63,1.27,33.82,19.07,30.93,28.89,57.87,0,The Loose Passive Fish
246,412gage,1240.0,-48.31,33.55,16.67,19.87,4.76,56.0,1.69,3.39,61.42,53.49,2.06,36.0,36.49,35.94,31.15,54.14,2,The Hyper-aggro Maniacs
248,412murphdog13,1057.0,-53.96,51.01,31.25,19.85,0.0,47.83,1.59,28.24,59.83,46.27,0.0,30.48,29.83,35.63,35.48,43.85,1,The Solid Regs
249,412STUD,3876.0,-9.27,29.66,15.64,17.18,27.03,65.38,2.64,4.72,74.24,42.57,7.33,46.24,62.2,37.04,23.18,42.4,5,The Moderate Aggressor
250,4133gobirds,2244.0,9.49,26.41,5.42,18.98,5.0,64.8,1.67,1.49,56.94,55.74,5.13,26.26,29.29,35.16,30.47,60.48,0,The Loose Passive Fish
251,41563,1606.0,-20.91,47.78,22.56,12.39,6.0,70.0,8.29,77.48,88.39,61.67,2.5,40.2,46.88,47.3,27.3,48.13,4,The Loose Aggro Fish
255,420Ca$h,7951.0,19.06,36.87,21.29,10.5,6.02,66.95,2.64,15.97,76.07,66.94,1.8,43.8,42.87,23.31,23.77,49.0,5,The Moderate Aggressor
256,420dsb420,2660.0,21.85,27.64,20.8,3.72,7.41,72.62,0.93,3.52,73.08,61.16,0.0,30.24,28.57,37.62,27.82,58.65,0,The Loose Passive Fish
259,420newcastle420,11726.0,-77.91,60.36,42.65,27.38,8.0,32.45,1.6,13.36,53.6,49.32,4.89,42.23,39.44,37.9,30.99,41.58,1,The Solid Regs
260,420Warlock,8479.0,3.24,49.44,42.26,15.82,5.49,44.33,1.31,3.5,66.26,49.93,1.25,34.36,26.82,33.97,28.16,48.39,0,The Loose Passive Fish
261,42654,2595.0,-13.65,38.54,18.5,5.54,14.89,63.49,3.47,31.61,87.64,70.39,3.3,29.36,20.46,22.48,27.75,47.65,5,The Moderate Aggressor
266,4_1_2_Maestro,2302.0,30.11,35.14,25.97,12.71,24.0,47.46,1.25,2.31,50.0,53.97,6.94,25.32,23.29,30.97,32.6,54.84,0,The Loose Passive Fish
268,4BetFeek,7626.0,-8.68,25.1,11.34,18.81,11.54,62.77,2.18,3.46,58.6,40.78,9.5,32.0,32.34,41.39,33.08,51.83,0,The Loose Passive Fish
269,4corner78,1243.0,-37.85,44.78,24.59,11.72,25.0,49.21,1.87,8.48,65.38,40.77,5.5,28.52,27.72,39.71,37.83,42.02,2,The Hyper-aggro Maniacs
272,4eyes2019,1366.0,-24.14,66.99,55.56,17.48,3.45,50.0,1.49,12.56,63.33,51.3,6.01,38.64,26.27,27.64,25.18,54.5,2,The Hyper-aggro Maniacs
273,4FingerShockers,12853.0,-30.85,48.29,42.82,3.86,8.21,50.62,0.95,8.71,65.15,62.52,2.91,23.99,26.7,38.53,30.99,53.27,2,The Hyper-aggro Maniacs
274,4Kiddos65,1674.0,-32.0,62.58,39.61,23.09,2.17,40.0,2.41,27.95,72.04,57.49,1.56,34.4,26.25,28.33,26.75,46.07,4,The Loose Aggro Fish
275,4KingsAceHole,1564.0,-29.84,47.31,25.29,24.13,10.53,45.92,0.85,4.73,39.66,39.17,9.59,27.07,38.87,37.5,41.12,53.6,2,The Hyper-aggro Maniacs
276,4leafclover79,3820.0,-24.24,59.34,44.54,11.81,8.22,55.68,1.15,4.13,77.14,57.95,1.85,28.78,37.03,34.45,30.07,50.0,2,The Hyper-aggro Maniacs
278,4point@14,2463.0,-28.58,56.44,39.91,6.31,4.55,43.12,1.26,10.53,93.41,57.96,1.39,47.16,43.71,37.29,27.9,51.44,4,The Loose Aggro Fish
279,4th and 9ers,2928.0,-27.03,28.65,23.08,4.98,17.65,75.0,0.99,3.85,66.1,54.08,0.91,19.06,25.97,45.6,35.82,58.7,2,The Hyper-aggro Maniacs
280,4TH3K1D$,5056.0,-16.85,25.64,9.87,16.88,0.0,79.46,1.9,0.79,66.04,58.45,6.02,29.86,35.16,26.05,25.68,48.95,0,The Loose Passive Fish
281,4theDogz,5338.0,-38.86,36.73,20.65,3.99,5.68,70.51,1.94,26.96,89.91,58.03,1.11,44.08,42.86,27.7,27.73,44.21,4,The Loose Aggro Fish
282,5-0-814,1394.0,-2.86,59.61,33.33,24.78,15.79,33.8,2.32,29.14,55.67,57.5,12.58,35.5,33.56,26.02,34.72,46.23,2,The Hyper-aggro Maniacs
285,511D,2214.0,9.37,38.06,27.68,21.51,26.92,61.73,2.21,11.5,68.39,39.35,12.41,38.82,53.1,42.42,36.12,47.64,0,The Loose Passive Fish
286,5317LIES5317,2814.0,-2.96,22.65,13.42,5.74,7.14,65.45,1.54,5.56,80.0,56.56,3.13,24.62,26.2,22.58,28.64,61.78,0,The Loose Passive Fish
288,53HerbieLoveBug,19564.0,-6.42,21.02,13.85,15.63,10.68,61.64,1.94,16.8,52.54,47.35,1.73,36.42,25.96,39.46,31.28,51.83,0,The Loose Passive Fish
290,53times,3978.0,-7.28,24.88,21.25,13.73,8.0,76.44,1.49,1.51,60.96,40.0,8.0,27.51,25.94,28.23,27.76,60.17,0,The Loose Passive Fish
291,55Chins66,4592.0,-18.66,40.31,28.62,19.95,7.14,59.75,1.44,2.13,77.49,48.31,2.55,33.8,32.14,36.42,34.79,50.4,2,The Hyper-aggro Maniacs
292,55ge0rg55,7396.0,-31.5,51.8,36.22,6.99,10.11,45.37,0.82,18.06,47.41,39.72,2.84,25.65,39.38,36.04,39.61,47.09,2,The Hyper-aggro Maniacs
293,57lep,2659.0,-76.62,59.21,40.65,12.97,16.67,53.38,2.45,23.2,64.71,58.21,8.02,46.7,62.64,20.38,24.8,34.89,1,The Solid Regs
294,5858ghost,45309.0,-19.89,51.73,31.9,9.82,3.0,63.26,1.87,25.13,52.59,69.45,2.74,31.15,28.72,15.06,27.32,55.1,2,The Hyper-aggro Maniacs
295,5BetBill,335925.0,6.28,29.18,9.72,20.91,7.79,69.2,2.29,2.78,65.63,48.55,5.54,32.05,33.81,23.99,27.6,53.85,0,The Loose Passive Fish
296,5betcheck,824079.0,2.51,26.84,10.76,18.46,5.3,70.03,1.59,4.11,43.03,52.72,4.52,31.53,30.65,28.42,28.07,60.65,0,The Loose Passive Fish
298,5duecesoooted,1403.0,-13.06,32.61,16.26,16.05,7.14,44.44,2.0,1.15,80.0,35.14,11.81,47.86,40.56,28.81,26.92,47.62,5,The Moderate Aggressor
299,5even3,1184.0,0.72,18.31,7.69,14.38,22.22,82.61,4.11,35.29,54.32,66.67,4.26,26.26,28.36,41.67,27.42,51.47,0,The Loose Passive Fish
300,5F438,74109.0,-25.67,71.26,49.74,26.6,6.52,56.55,2.25,12.88,84.97,49.83,8.6,50.3,32.21,15.27,27.03,46.92,4,The Loose Aggro Fish
302,5KRVA,20448.0,-29.01,52.38,38.25,28.58,3.57,56.31,1.53,6.91,61.59,43.64,5.11,40.82,34.53,46.85,32.89,48.46,2,The Hyper-aggro Maniacs
303,5putnik15,1940.0,-79.58,48.45,35.14,27.91,0.0,33.54,1.01,5.41,38.57,41.38,10.19,35.2,23.6,43.86,32.73,41.95,1,The Solid Regs
304,607Evo,1613.0,-51.3,67.15,55.81,9.29,20.0,23.53,1.14,8.39,85.88,35.45,12.22,37.39,42.42,38.0,35.45,49.87,1,The Solid Regs
305,61WChadakoin,122635.0,-2.06,28.12,13.8,14.25,11.0,65.17,1.28,2.85,54.87,55.57,2.56,25.71,19.86,40.58,32.04,59.17,0,The Loose Passive Fish
308,666Miracle,14089.0,-15.5,23.54,14.21,12.44,4.71,59.22,1.26,3.58,69.96,45.58,3.46,24.2,26.75,32.84,31.1,51.28,0,The Loose Passive Fish
309,666Satan187,2060.0,-115.13,56.89,38.89,6.35,9.68,53.52,1.05,16.1,86.96,60.0,2.08,17.0,22.36,30.0,33.98,44.08,6,The Big-Betting Fish
311,67Beaver,4604.0,-88.69,66.26,55.07,13.32,3.64,60.49,1.53,2.01,55.36,38.3,12.1,30.34,22.84,45.1,36.79,44.88,1,The Solid Regs
312,699adi,3308.0,-38.26,73.26,58.27,34.95,5.36,38.72,1.18,1.95,75.2,32.77,5.19,40.04,38.18,44.14,35.86,39.58,1,The Solid Regs
313,69firebirdta,2203.0,-57.02,70.69,46.11,1.71,13.56,52.46,0.85,25.54,91.3,44.39,6.31,32.75,29.23,26.05,34.75,49.83,1,The Solid Regs
314,69gobirds69,3026.0,-47.09,34.08,22.43,8.99,11.54,63.58,0.98,2.13,71.43,38.49,4.15,31.33,32.72,44.52,32.69,52.3,2,The Hyper-aggro Maniacs
315,69MCKEEHAN69,4127.0,13.88,22.18,1.06,17.7,6.45,71.07,1.82,0.88,70.85,51.4,1.27,30.71,36.8,50.62,33.78,51.97,0,The Loose Passive Fish
316,69me4free,3747.0,-115.02,75.58,60.68,15.37,10.94,25.0,0.81,11.93,29.38,53.7,7.12,15.74,40.57,35.27,37.44,44.65,6,The Big-Betting Fish
318,6maxinurmom,23438.0,4.41,24.2,2.41,20.15,7.91,73.33,2.22,0.42,57.81,39.69,14.18,36.44,41.03,35.35,28.44,55.95,0,The Loose Passive Fish
322,702Fam,25203.0,-4.85,33.04,15.43,20.08,3.45,61.31,2.16,9.23,71.23,46.02,2.71,40.12,31.71,39.09,29.68,45.7,0,The Loose Passive Fish
323,70HarleyMan,3586.0,-48.32,39.45,26.46,10.03,8.0,48.65,1.75,19.55,66.89,58.88,1.24,31.2,29.0,21.51,29.34,49.54,1,The Solid Regs
324,710aceshigh,1919.0,-55.43,48.66,28.14,13.84,13.16,50.0,1.97,19.89,49.3,69.03,2.11,36.26,49.81,19.51,23.73,45.5,1,The Solid Regs
325,714Taylor,2800.0,-7.06,32.77,18.44,15.84,5.41,73.76,3.61,27.84,69.96,56.07,1.91,42.3,39.08,24.29,21.16,52.2,5,The Moderate Aggressor
326,717BowHunter,1172.0,-28.45,50.67,38.46,10.84,0.0,45.45,0.88,12.64,51.67,42.48,1.69,30.56,28.57,23.53,31.53,46.75,2,The Hyper-aggro Maniacs
327,717injun717,1584.0,-44.8,44.41,25.79,21.98,0.0,66.35,1.42,24.83,50.64,60.0,0.81,29.08,26.6,37.35,31.68,44.51,2,The Hyper-aggro Maniacs
328,724hunt,12124.0,-19.62,31.92,17.49,10.09,6.0,67.96,3.4,34.56,76.28,64.8,2.38,62.8,56.64,36.65,24.58,42.67,4,The Loose Aggro Fish
329,72Chili,1711.0,11.93,35.2,16.75,19.34,0.0,64.86,1.79,0.95,71.02,47.83,2.65,40.6,32.94,36.67,26.61,57.52,0,The Loose Passive Fish
330,72Roogaoo,1717.0,-81.14,70.82,52.69,22.53,6.5,28.83,2.17,38.24,74.77,61.29,1.93,66.02,71.2,28.24,27.93,42.2,6,The Big-Betting Fish
331,745wOwItsFnRoss,1078.0,-12.13,50.76,33.01,4.86,0.0,75.61,2.1,50.0,89.29,52.0,0.0,61.36,52.9,20.97,21.32,47.41,4,The Loose Aggro Fish
332,7474435,1382.0,-113.27,58.16,32.24,28.44,22.5,47.5,2.51,24.24,69.4,24.17,14.05,46.27,37.74,27.85,33.13,43.89,6,The Big-Betting Fish
333,754AW,6110.0,27.67,37.55,22.46,24.21,7.58,58.31,1.89,2.62,72.55,36.84,5.52,47.19,47.59,30.04,27.19,50.3,0,The Loose Passive Fish
334,7616147,2979.0,-62.55,61.02,52.94,10.27,11.54,47.06,1.3,24.64,72.96,45.54,5.21,44.16,56.58,34.02,30.2,44.79,1,The Solid Regs
335,7734Bishop,8365.0,-4.62,34.05,21.95,8.6,9.33,67.78,1.33,4.2,76.8,42.16,3.81,34.24,31.82,47.85,33.51,48.62,0,The Loose Passive Fish
337,777SINY777,2553.0,-57.54,74.46,52.06,22.96,11.48,28.46,2.02,20.44,56.89,65.51,3.21,33.83,28.85,24.02,30.2,44.83,1,The Solid Regs
338,789jayr,7797.0,-97.26,51.76,28.49,19.27,7.61,47.57,2.11,34.17,58.61,34.05,9.27,44.59,49.77,34.75,31.73,37.35,6,The Big-Betting Fish
340,7brownee,13409.0,-19.16,43.15,29.47,19.0,2.4,73.02,2.99,17.43,69.81,54.02,2.87,46.23,27.32,26.91,24.74,49.57,5,The Moderate Aggressor
341,7daysAweek215,3036.0,-34.55,48.96,23.14,24.3,3.7,60.63,2.28,10.14,58.43,54.17,4.07,46.48,44.92,23.65,26.01,50.15,2,The Hyper-aggro Maniacs
343,7redbeard2,2401.0,2.04,37.04,21.62,8.86,26.19,67.74,5.17,27.05,73.79,68.32,4.07,43.08,37.76,46.55,32.73,47.37,5,The Moderate Aggressor
344,800igHQ,9769.0,-13.42,33.54,22.63,13.75,8.65,66.97,1.01,7.99,40.71,49.43,1.3,26.19,24.94,32.04,31.31,54.62,0,The Loose Passive Fish
345,813409,2641.0,-47.5,38.88,32.93,5.97,14.71,53.85,1.08,8.75,55.56,45.36,3.25,11.59,14.76,43.14,38.56,55.43,2,The Hyper-aggro Maniacs
346,827xxx,1286.0,-56.54,50.68,31.25,7.58,6.9,52.94,1.29,17.74,50.98,54.81,0.0,24.17,26.22,31.86,38.66,45.45,1,The Solid Regs
347,831scraper,2935.0,-49.94,52.72,34.68,15.64,20.59,41.95,1.06,8.7,52.25,46.64,4.5,30.13,26.85,40.48,36.27,44.97,1,The Solid Regs
349,85Monaca,1342.0,-138.3,64.58,59.12,2.8,0.0,40.68,1.25,34.96,100.0,60.1,1.94,41.24,37.17,35.53,37.54,47.01,6,The Big-Betting Fish
350,872006,2107.0,-44.83,41.7,24.15,1.02,4.35,74.19,1.47,9.26,80.0,65.5,5.69,31.48,38.08,23.36,24.15,47.58,2,The Hyper-aggro Maniacs
352,88chD,13643.0,-9.21,47.86,33.31,24.24,11.76,42.52,1.35,6.15,53.71,50.23,6.5,33.96,28.01,33.76,31.96,50.52,2,The Hyper-aggro Maniacs
353,88KeysPlease,6477.0,4.4,30.47,16.93,18.18,9.52,66.95,4.25,29.43,50.92,74.11,1.69,39.2,46.7,31.46,22.96,52.38,5,The Moderate Aggressor
354,88MagZ88,1318.0,3.08,57.18,52.54,10.45,4.17,49.06,1.5,3.37,72.13,62.72,2.75,32.52,31.17,28.41,28.05,44.5,5,The Moderate Aggressor
355,88milv,1499.0,-5.0,42.56,26.21,12.64,23.33,46.3,1.29,12.0,76.58,45.57,1.55,42.94,25.21,44.09,35.65,46.32,5,The Moderate Aggressor
357,88tanks88,2811.0,-147.53,77.28,56.84,15.64,13.04,30.39,0.77,11.83,35.04,35.46,7.44,47.51,52.43,41.01,37.95,34.31,6,The Big-Betting Fish
358,89213105,1839.0,-17.04,40.51,25.0,9.63,6.67,73.86,1.86,6.55,66.27,58.73,4.83,43.96,40.38,30.0,27.37,48.86,5,The Moderate Aggressor
359,89Airman89,2713.0,-53.63,52.39,36.9,9.38,8.33,46.4,1.24,23.48,44.35,53.33,4.33,24.2,41.88,48.79,41.43,42.67,1,The Solid Regs
362,8Vaughn5,2193.0,-8.07,39.11,30.05,13.84,8.51,40.0,1.43,18.64,79.04,37.61,7.69,35.05,39.42,37.7,36.72,51.69,5,The Moderate Aggressor
363,8YearOldsDude,1460.0,0.5,35.06,19.35,18.79,19.05,62.16,1.96,10.34,68.7,50.57,8.77,31.0,30.33,38.46,30.31,59.84,0,The Loose Passive Fish
364,900ftJESUS,4648.0,0.08,41.11,24.05,12.45,3.28,69.39,2.26,5.54,65.99,57.47,2.15,32.35,36.36,33.03,24.69,48.31,0,The Loose Passive Fish
366,987698769876,4243.0,-8.64,38.1,27.49,9.81,3.7,77.07,1.6,10.67,35.87,59.56,0.94,41.1,34.75,31.9,22.72,49.53,0,The Loose Passive Fish
367,99innervoice,1268.0,-55.56,32.44,11.92,9.37,12.5,67.74,1.57,14.29,48.84,49.28,5.56,35.75,52.85,41.03,27.58,44.44,1,The Solid Regs
368,99panther430,52968.0,-0.75,23.08,12.22,4.81,3.21,82.03,2.4,33.28,62.87,69.68,0.19,37.33,31.33,40.17,28.54,55.45,5,The Moderate Aggressor
369,99rimwalker,9273.0,-6.73,25.02,9.75,0.23,2.38,87.6,0.04,0.0,0.0,49.16,0.0,3.07,23.08,50.31,45.3,65.25,0,The Loose Passive Fish
371,99xan,1421.0,12.77,29.53,14.77,12.46,12.5,69.23,1.77,10.13,60.75,33.33,12.24,47.17,56.52,42.86,24.58,47.57,0,The Loose Passive Fish
373,9sOverJacks,2129.0,8.31,34.0,20.27,17.73,25.0,60.53,1.34,2.16,82.68,32.93,7.19,27.15,30.05,33.33,33.21,52.6,0,The Loose Passive Fish
374,:i!i|I|:|1I|,17017.0,7.52,26.22,15.07,16.89,6.5,66.9,1.79,2.93,64.59,51.42,4.24,27.15,24.32,26.5,29.47,60.17,0,The Loose Passive Fish
375,<RSL888>,1568.0,-32.31,33.79,14.2,9.67,33.33,71.43,1.69,7.75,53.03,56.0,7.09,22.56,26.79,23.21,32.21,48.47,2,The Hyper-aggro Maniacs
377,@nT_Billionaire,2641.0,-86.22,50.63,38.97,4.03,3.13,42.86,0.34,12.5,51.85,31.91,1.44,8.73,33.54,44.7,43.21,46.02,1,The Solid Regs
378,[x] swanny,55549.0,-4.38,21.22,11.28,14.68,19.2,65.64,2.82,20.79,53.48,42.9,5.82,41.94,37.68,36.24,31.57,52.44,0,The Loose Passive Fish
379,]winteroz,1319.0,-13.28,22.38,6.99,17.21,0.0,75.0,2.9,6.06,64.58,46.15,10.26,37.84,31.58,54.17,33.65,52.11,0,The Loose Passive Fish
380,^.^ItsSiggy,1434.0,-9.68,26.06,15.96,16.4,6.25,61.18,2.92,4.55,72.5,58.18,7.02,40.85,53.04,22.22,23.77,46.75,5,The Moderate Aggressor
381,_CRU$HRU$H_,1096.0,-51.72,49.63,38.95,0.56,9.09,54.72,2.19,45.16,50.0,68.24,2.15,46.01,61.24,21.05,23.0,37.78,4,The Loose Aggro Fish
382,_Deidara44444,1253.0,17.04,21.42,5.67,15.55,0.0,66.2,1.75,3.85,59.41,50.0,4.84,35.37,25.56,48.72,31.78,60.98,0,The Loose Passive Fish
383,_IT_2_SHALLPASS,7475.0,-22.05,24.58,16.72,4.29,4.17,70.29,1.21,21.33,60.89,42.54,5.33,22.83,29.29,40.47,40.66,53.8,2,The Hyper-aggro Maniacs
384,_its37,4688.0,-6.37,39.28,24.04,19.94,23.4,51.99,1.38,0.68,75.06,35.6,5.51,41.22,37.06,29.95,33.94,47.87,0,The Loose Passive Fish
385,_Wilky_1979,1099.0,35.34,30.54,17.98,13.94,25.0,56.6,1.32,3.95,76.0,47.54,4.88,31.0,25.86,38.6,29.59,52.78,0,The Loose Passive Fish
386,A Black K690,3054.0,-14.93,44.74,40.92,5.04,6.52,65.22,0.94,8.43,65.0,34.16,6.62,34.74,52.03,27.62,29.47,42.45,2,The Hyper-aggro Maniacs
388,A-KSmoooth47,8020.0,-16.67,26.85,3.67,21.23,9.09,68.34,2.46,0.0,67.07,48.18,4.49,32.52,32.68,40.87,29.58,54.39,0,The Loose Passive Fish
389,A.jSr.2323,16229.0,1.49,57.4,42.25,4.55,4.32,56.86,0.68,2.69,87.55,36.24,5.25,31.57,28.41,35.05,36.5,44.15,5,The Moderate Aggressor
391,A11_1N_3333,6221.0,-18.63,41.74,19.06,4.63,9.68,72.89,0.75,9.16,92.56,48.3,0.42,18.88,14.49,37.18,39.08,51.94,2,The Hyper-aggro Maniacs
393,A1L9E9C4,20885.0,-13.34,43.29,30.3,26.79,8.92,44.35,1.7,3.85,65.69,38.3,9.76,40.44,41.56,40.97,31.13,47.93,2,The Hyper-aggro Maniacs
394,A2AVato,1664.0,-10.74,28.21,12.76,0.55,0.0,79.55,0.34,4.55,40.0,55.74,0.77,5.12,25.51,44.83,35.49,64.09,0,The Loose Passive Fish
398,A_Train32990,2108.0,5.46,37.03,19.82,6.79,12.5,67.07,0.65,3.38,42.65,59.4,0.58,33.58,45.7,34.78,31.52,60.76,0,The Loose Passive Fish
399,AA DARK ACE,4583.0,-18.77,43.01,19.66,6.91,8.06,67.16,0.92,3.22,85.0,52.88,2.13,29.8,33.37,52.0,37.12,51.26,2,The Hyper-aggro Maniacs
401,AA_2019750,5157.0,-40.19,38.36,32.05,3.91,10.34,63.68,0.82,7.32,50.63,59.21,1.98,12.21,11.74,33.11,35.44,54.49,2,The Hyper-aggro Maniacs
402,AAAA lp 68,6122.0,-41.65,30.61,25.14,2.82,7.94,57.83,0.49,9.03,51.72,36.79,4.43,15.08,35.25,31.84,37.48,53.37,2,The Hyper-aggro Maniacs
403,AAAAALISON,12883.0,-11.71,40.48,28.4,16.55,7.97,69.41,1.31,3.13,65.79,45.47,4.34,34.93,37.43,40.82,29.41,51.57,2,The Hyper-aggro Maniacs
404,Aaavila10,13081.0,-12.08,39.81,26.82,17.52,4.9,61.38,1.69,2.16,66.9,46.72,8.4,44.32,31.42,33.87,27.79,51.66,2,The Hyper-aggro Maniacs
406,AAbluefishAA,1104.0,-10.64,31.33,25.97,11.96,9.09,67.27,1.69,9.46,80.6,48.0,0.0,31.08,32.71,35.0,32.08,55.88,5,The Moderate Aggressor
407,AAChina599,15812.0,4.39,34.96,25.49,17.03,13.27,58.43,1.68,3.15,68.92,29.39,13.82,37.03,36.06,39.19,32.97,47.08,0,The Loose Passive Fish
408,AAG314,11101.0,-63.63,67.66,33.73,40.48,10.0,45.6,2.83,22.43,68.23,33.17,15.61,44.79,49.58,30.14,29.65,39.94,1,The Solid Regs
409,aah5080,1191.0,-25.72,23.79,17.52,5.98,16.67,73.08,1.49,0.0,80.95,44.64,1.22,36.84,34.88,31.11,23.75,46.05,2,The Hyper-aggro Maniacs
410,Aaron Dollaz,4738.0,-76.58,50.63,33.8,9.61,9.72,59.75,1.37,20.95,62.09,56.36,0.78,36.76,42.11,39.93,35.1,41.49,1,The Solid Regs
411,Aaron1224,12491.0,-17.86,24.23,22.18,13.16,10.81,70.03,2.19,7.79,63.35,51.46,8.89,42.98,30.1,33.33,27.26,50.92,2,The Hyper-aggro Maniacs
