,player,hands,bb_100,vpip,pfr,3bet_f,fold_to_3bet,flop_af,donk_f,cbet_f,fold_to_f_cbet,xr_flop,bet_t,bet_r,call_r_bet,wtsd,wsd,cluster,cluster_name
13846,shane8golds,1397.0,-67.97,69.07,16.78,6.67,29.21,3.05,27.27,78.4,63.95,7.06,48.9,57.69,28.71,27.59,39.78,1,Loose Passive Callers
13847,ShaneB35c,3734.0,-24.62,37.64,16.81,25.0,58.26,1.81,8.56,67.49,42.69,6.85,31.47,24.16,42.22,32.42,51.45,2,Semi-Loose Neutral Players
13849,shanebrennann,6610.0,1.43,30.39,14.83,8.6,67.59,2.39,13.83,75.1,45.06,6.12,45.09,46.89,34.21,29.51,49.02,5,Tight Passive Rocks
13850,Shanef1426,1188.0,-19.94,62.95,14.49,5.41,58.49,1.56,25.73,49.37,40.32,14.29,38.01,46.77,38.46,34.52,37.07,2,Semi-Loose Neutral Players
13851,ShaneFagan256,16357.0,-20.89,42.31,18.79,9.29,50.34,1.3,7.67,62.0,40.46,5.25,35.12,30.4,38.92,34.59,49.48,2,Semi-Loose Neutral Players
13853,shanepak1956,1038.0,-38.05,62.02,2.78,10.53,88.24,2.99,63.37,92.31,52.05,1.59,53.92,48.13,30.91,29.24,38.46,4,Overly Aggressive Semi-Loose Players
13854,shaner717,8789.0,-27.53,34.27,6.25,8.08,64.92,1.16,9.68,47.77,58.75,2.97,28.49,29.71,38.6,36.83,53.76,2,Semi-Loose Neutral Players
13855,Shanghai612,49639.0,-9.88,38.11,3.97,8.73,71.86,2.07,9.91,85.57,50.04,1.85,39.8,36.51,32.21,29.43,52.1,5,Tight Passive Rocks
13858,ShankShank10,1054.0,-59.72,45.83,15.53,6.45,49.37,1.68,32.46,77.11,37.62,4.88,56.07,52.51,40.0,35.39,43.37,4,Overly Aggressive Semi-Loose Players
13859,shaqstoejam,4457.0,-35.04,33.3,11.18,26.47,67.97,2.24,1.54,63.89,51.72,9.07,33.15,45.88,27.56,28.45,42.86,2,Semi-Loose Neutral Players
13860,ShareForceOne,1309.0,-11.15,35.2,12.89,0.0,62.0,1.8,2.99,69.7,57.63,3.67,37.0,40.17,24.44,31.14,52.38,5,Tight Passive Rocks
13861,sharik peters,1267.0,-21.27,57.2,14.9,0.0,36.54,1.24,6.25,59.41,39.89,4.49,44.05,22.79,37.66,36.03,39.18,2,Semi-Loose Neutral Players
13862,Shark17514,1217.0,6.83,53.96,1.85,7.69,50.91,0.28,7.82,38.46,44.79,0.0,18.64,35.2,37.7,37.68,52.92,0,Balanced Semi-Loose Players
13863,sharkbaiHOOHAHA,27136.0,-39.74,46.83,13.31,8.29,55.78,2.75,35.53,70.72,54.09,4.06,43.74,36.15,29.53,28.15,42.93,4,Overly Aggressive Semi-Loose Players
13866,sharkema92,2535.0,14.45,44.92,21.79,11.86,51.26,2.44,22.9,46.1,67.21,4.69,32.14,43.73,30.12,31.18,52.38,0,Balanced Semi-Loose Players
13867,sharkmonk0831,33446.0,-9.41,24.76,10.22,2.39,70.87,1.91,5.53,62.32,66.85,2.76,24.6,22.25,23.04,23.29,59.52,0,Balanced Semi-Loose Players
13870,Sharon902,1889.0,-48.92,46.27,13.54,6.25,68.63,1.53,5.56,76.0,57.07,6.25,40.25,38.17,31.65,30.77,43.33,1,Loose Passive Callers
13871,sharper1237,1815.0,15.27,38.09,12.91,7.41,70.45,1.78,10.91,71.56,54.33,5.07,40.25,31.19,22.73,27.79,52.69,0,Balanced Semi-Loose Players
13873,Shatmess,14102.0,-55.87,47.22,19.62,14.0,41.25,1.57,16.93,74.32,39.67,3.75,30.06,30.36,26.42,35.59,45.45,1,Loose Passive Callers
13874,shatticus_pinch,16887.0,8.14,26.56,18.81,11.31,66.93,1.57,6.32,52.12,41.38,7.58,33.56,35.06,31.79,30.87,55.27,0,Balanced Semi-Loose Players
13875,shatzer3,3625.0,-45.1,50.92,15.3,11.48,53.52,1.12,13.01,85.88,40.51,1.97,29.72,40.51,47.46,38.67,40.76,1,Loose Passive Callers
13876,shaun1220,3341.0,-0.52,42.52,11.22,7.41,66.87,0.76,0.81,66.47,43.77,3.27,20.73,31.39,35.89,37.97,53.99,0,Balanced Semi-Loose Players
13878,ShaunDailey55,4716.0,-86.17,62.68,13.22,19.57,51.63,1.88,26.17,63.27,67.26,2.87,30.99,32.05,20.42,31.21,39.3,6,Loose Aggro Fish
13879,shawknee,4478.0,-16.53,30.23,4.99,4.08,44.33,1.03,17.81,62.1,54.15,0.0,25.09,27.27,44.0,34.26,52.8,2,Semi-Loose Neutral Players
13880,shawky5296,2187.0,-98.76,59.3,10.31,2.27,37.21,1.14,18.98,67.01,46.32,2.73,35.06,51.37,32.08,29.12,36.39,6,Loose Aggro Fish
13882,Shawn0027,1549.0,-28.04,47.75,1.39,22.22,85.9,0.47,0.78,50.0,43.46,4.81,15.53,34.67,40.34,37.57,46.84,2,Semi-Loose Neutral Players
13884,shawn420000,9902.0,-25.73,46.45,8.28,9.36,61.78,1.32,19.38,62.98,50.55,1.93,44.85,45.14,43.79,32.41,49.37,2,Semi-Loose Neutral Players
13885,ShawnCmoneyCole,7193.0,-80.92,48.69,4.71,20.61,74.37,2.18,43.27,68.39,48.77,6.0,57.55,72.02,45.0,25.71,37.66,6,Loose Aggro Fish
13888,shawnroz8,4819.0,-56.82,53.09,19.01,17.58,43.77,1.82,9.4,72.1,38.49,11.06,46.41,38.28,35.46,33.9,43.65,1,Loose Passive Callers
13889,ShawnShaun,1228.0,-104.76,55.97,21.32,16.0,48.53,4.04,48.67,82.49,61.4,8.0,63.59,70.9,47.14,30.75,37.16,6,Loose Aggro Fish
13890,shawnycache,1470.0,28.38,53.21,16.26,0.0,56.86,2.59,39.66,68.1,74.39,0.79,47.66,64.37,32.5,26.1,42.56,5,Tight Passive Rocks
13891,shayan943,3062.0,-11.84,38.37,17.27,6.45,37.4,1.03,14.43,34.68,65.32,1.58,35.49,41.79,33.33,27.28,45.64,2,Semi-Loose Neutral Players
13893,ShazamBam877,1216.0,-27.42,54.92,31.79,3.85,37.84,1.93,10.0,62.5,41.38,8.21,47.48,51.0,22.97,26.61,45.96,4,Overly Aggressive Semi-Loose Players
13894,SHBiddle,1608.0,5.9,53.0,6.57,7.14,54.41,1.42,11.29,56.67,61.27,2.69,35.51,38.28,30.0,28.49,54.09,0,Balanced Semi-Loose Players
13895,Shed Happens,3435.0,0.59,47.81,9.72,2.86,58.0,1.52,21.07,49.64,57.44,1.45,27.67,28.31,24.68,28.14,52.44,0,Balanced Semi-Loose Players
13896,shedpoker4life,1873.0,-14.3,48.96,8.96,0.0,64.76,1.14,11.2,49.51,53.95,3.66,24.1,28.05,30.58,36.46,45.82,2,Semi-Loose Neutral Players
13897,SheenD,3514.0,-70.14,43.12,25.07,19.72,48.13,2.68,32.79,62.71,35.07,10.87,46.41,57.24,37.37,33.15,44.76,1,Loose Passive Callers
13898,Sheezie83,101898.0,-12.11,51.52,17.66,7.6,55.94,1.31,5.76,62.55,39.54,5.47,30.96,26.25,34.67,33.26,48.73,2,Semi-Loose Neutral Players
13899,Shehhhs,9051.0,-10.95,26.76,15.4,7.58,55.68,1.54,1.07,82.78,25.19,9.55,38.26,40.02,31.31,28.9,50.24,5,Tight Passive Rocks
13901,Sheldon74740,3741.0,-30.45,53.95,28.76,1.33,45.21,1.98,14.83,65.61,47.51,4.13,35.27,32.21,29.68,29.59,45.6,2,Semi-Loose Neutral Players
13902,sheluvcoke,1963.0,-201.59,78.29,22.38,37.5,32.91,2.29,20.43,50.61,47.15,14.08,60.68,54.25,21.43,32.37,38.29,3,Hyper-LAG Maniacs
13903,shemonsky1,3266.0,0.65,33.34,3.33,4.76,89.29,1.37,22.31,38.71,67.95,3.29,36.6,36.42,22.0,25.66,61.11,0,Balanced Semi-Loose Players
13904,shep1289,6570.0,-21.02,22.68,14.62,27.5,70.29,3.15,17.24,67.59,47.44,10.0,49.6,53.95,31.68,23.59,44.44,5,Tight Passive Rocks
13905,ShepherdOfFire1,43803.0,-69.33,26.54,19.74,27.19,52.43,3.36,22.09,65.08,37.19,7.76,39.01,36.8,34.72,37.15,43.9,1,Loose Passive Callers
13906,Sherbear1005,6363.0,-10.59,40.62,23.52,8.33,61.01,2.3,3.07,76.13,44.32,9.71,52.41,54.88,39.78,24.81,41.16,5,Tight Passive Rocks
13908,sherkhan8721,4355.0,-20.1,18.89,8.46,0.0,65.25,5.6,56.7,84.11,56.9,1.49,46.34,37.66,47.37,28.56,47.33,5,Tight Passive Rocks
13909,SherlockGatsby,4882.0,-51.3,46.81,21.07,8.79,56.88,2.49,20.81,68.12,45.35,10.33,49.4,53.07,31.36,28.48,40.95,4,Overly Aggressive Semi-Loose Players
13910,Sherlos777,15114.0,-10.61,30.17,6.75,4.63,69.82,1.28,14.78,51.0,57.4,1.36,42.05,50.39,23.94,20.75,51.57,5,Tight Passive Rocks
13911,sheruda45,2638.0,-23.55,39.96,5.64,6.25,58.18,1.59,18.82,53.33,58.71,8.54,30.17,34.19,28.26,30.14,49.35,2,Semi-Loose Neutral Players
13913,ShiftyBluffs23,1391.0,-54.36,41.51,8.23,20.0,61.19,0.81,15.72,58.14,38.35,4.84,29.03,47.88,31.82,37.95,51.5,1,Loose Passive Callers
13914,shingo922,16170.0,-27.76,48.8,3.35,3.05,78.67,0.74,12.48,63.7,47.74,0.62,17.66,21.96,38.05,37.44,53.15,2,Semi-Loose Neutral Players
13915,Shinny51,25249.0,-21.3,39.51,8.48,2.19,77.82,1.88,13.36,76.62,48.68,3.61,35.45,33.05,42.86,28.74,50.75,2,Semi-Loose Neutral Players
13916,ship-it-a644,47302.0,-39.13,53.52,22.05,3.74,45.33,1.04,13.28,37.71,52.36,2.65,28.57,22.69,28.83,30.77,46.12,2,Semi-Loose Neutral Players
13917,Ship_it_1740,4844.0,-2.92,27.67,20.97,1.49,60.43,3.41,25.97,60.89,51.85,9.01,33.28,35.96,27.84,24.73,55.86,0,Balanced Semi-Loose Players
13918,shipdanutz8390,16315.0,-8.82,36.01,13.52,10.16,59.26,1.32,21.99,55.81,49.01,1.08,38.42,36.19,28.91,34.2,52.54,2,Semi-Loose Neutral Players
13920,Shipitandzipit,1065.0,-49.63,30.92,19.87,10.0,57.89,2.16,2.56,70.1,51.16,1.56,47.74,55.41,55.1,22.19,28.36,1,Loose Passive Callers
13921,shipitfoo630,2313.0,5.36,25.5,10.07,0.0,74.14,1.96,3.67,66.07,58.77,3.97,40.55,33.14,26.32,25.09,59.15,0,Balanced Semi-Loose Players
13922,shiplax120811,2724.0,-66.49,59.26,9.88,2.25,45.99,1.52,23.25,64.19,68.73,0.91,42.03,40.33,32.37,30.59,51.79,1,Loose Passive Callers
13923,Shippie420PA,1285.0,-67.41,35.02,21.19,0.0,45.83,1.46,8.08,63.93,41.86,5.88,28.86,39.1,27.45,34.01,50.0,1,Loose Passive Callers
13925,ships693,9517.0,-55.87,42.18,14.4,11.97,36.27,1.45,6.42,75.33,35.46,9.87,37.2,38.78,34.77,35.97,47.17,1,Loose Passive Callers
13927,shirley894,1713.0,-76.81,43.92,12.49,2.44,50.0,2.02,33.93,64.29,52.53,1.46,40.06,35.78,18.95,30.31,49.38,1,Loose Passive Callers
13929,shittinbricks,2157.0,-39.18,52.87,8.15,5.88,45.16,1.34,38.83,55.45,50.0,1.79,60.58,56.31,33.92,30.52,41.02,4,Overly Aggressive Semi-Loose Players
13930,shives99,1694.0,-5.83,35.7,0.67,22.22,88.41,0.82,6.17,66.67,50.72,1.92,19.51,29.39,34.44,35.78,62.56,0,Balanced Semi-Loose Players
13931,Shizmoney27,8539.0,-51.18,58.82,7.68,4.71,57.54,1.85,25.1,66.92,62.84,2.49,56.65,59.49,20.32,24.58,44.05,4,Overly Aggressive Semi-Loose Players
13932,shizznet1,1453.0,-6.56,33.84,2.93,7.14,84.21,0.85,16.3,58.33,51.28,0.0,25.0,36.77,42.86,31.81,58.51,0,Balanced Semi-Loose Players
13934,shizzyo215,1242.0,-72.74,64.02,2.06,11.43,42.22,1.01,22.75,73.33,41.13,4.0,37.61,31.91,44.38,38.59,44.27,1,Loose Passive Callers
13935,Shlubba27,3495.0,-61.48,52.0,17.99,2.88,48.49,2.54,39.47,86.35,56.07,0.0,67.03,53.7,29.92,25.72,33.66,4,Overly Aggressive Semi-Loose Players
13936,ShmaiGuy,3031.0,-15.42,33.08,24.41,0.0,63.75,1.71,1.45,55.16,37.1,5.63,45.93,36.36,36.17,26.23,48.83,2,Semi-Loose Neutral Players
13938,shmu_dawg,1564.0,-34.87,39.05,13.54,5.0,72.41,1.4,11.97,69.57,54.87,2.42,32.65,32.39,42.47,27.78,47.33,2,Semi-Loose Neutral Players
13939,Shmushed719,5324.0,0.87,27.13,17.16,8.51,73.62,1.92,3.15,65.53,39.93,10.2,39.61,40.69,24.82,27.76,46.5,0,Balanced Semi-Loose Players
13940,Shnautzah409,4676.0,-33.33,41.03,14.63,3.85,46.79,2.92,28.04,86.58,57.2,1.84,39.63,31.95,38.75,30.03,48.42,4,Overly Aggressive Semi-Loose Players
13942,shocker3657,1216.0,20.9,33.53,13.92,50.0,61.54,1.29,0.0,48.53,54.95,5.56,24.49,27.34,33.33,29.26,59.22,0,Balanced Semi-Loose Players
13943,Shoes23112,4211.0,-35.1,50.17,9.48,2.78,68.33,1.32,15.99,64.95,51.72,1.84,29.55,29.97,39.88,33.58,49.54,2,Semi-Loose Neutral Players
13944,shoez1974,16580.0,-0.78,46.79,12.48,2.14,55.65,2.19,30.25,55.79,59.14,3.93,38.03,54.21,25.09,28.06,53.24,5,Tight Passive Rocks
13945,shoffayyy,4531.0,3.09,38.13,8.14,16.67,60.81,0.93,11.86,22.29,51.19,7.09,36.74,44.11,36.46,32.53,52.31,0,Balanced Semi-Loose Players
13946,Shoffy1530,2125.0,3.22,42.34,15.81,16.67,57.43,1.23,2.02,72.66,44.67,6.7,28.95,28.52,24.21,32.23,55.56,0,Balanced Semi-Loose Players
13948,Shoob5142,2361.0,-37.57,53.04,5.03,5.77,61.06,1.33,26.69,51.39,47.29,3.51,41.25,47.02,34.57,31.23,45.89,4,Overly Aggressive Semi-Loose Players
13949,shoobis41529,4151.0,-27.66,49.74,9.73,16.67,60.8,3.4,37.01,71.49,65.29,3.63,51.09,45.68,28.34,30.09,48.62,4,Overly Aggressive Semi-Loose Players
13950,ShoookYa,2620.0,-38.03,32.08,4.38,0.0,63.86,0.98,18.88,60.61,55.63,0.52,28.29,36.5,32.67,32.68,49.5,2,Semi-Loose Neutral Players
13951,shooterb4u,1051.0,-52.65,53.2,5.71,7.14,71.43,1.26,6.79,64.71,55.97,1.57,33.33,28.89,26.76,27.98,51.06,1,Loose Passive Callers
13952,shootinghh,33387.0,4.66,27.42,13.2,6.51,67.31,2.71,16.81,69.39,60.82,2.85,39.12,38.53,27.36,24.26,49.48,5,Tight Passive Rocks
13953,shopaul,1165.0,19.18,20.05,1.65,0.0,84.21,2.41,20.69,86.67,50.0,0.0,39.88,43.97,28.21,27.05,59.55,5,Tight Passive Rocks
13954,SHORTBUSBULLY1,2477.0,4.77,47.46,20.03,7.55,33.66,1.61,9.75,66.54,48.5,4.62,41.35,43.47,35.66,31.94,48.23,5,Tight Passive Rocks
13956,shotgun10926,8764.0,-12.99,13.24,5.73,27.27,86.58,1.59,13.48,55.67,56.17,3.15,26.12,29.2,33.09,27.61,59.09,0,Balanced Semi-Loose Players
13957,Shotta Swift,3624.0,-6.63,31.3,16.98,13.04,69.74,1.21,14.29,43.72,32.93,4.86,42.94,44.09,33.33,30.72,53.18,0,Balanced Semi-Loose Players
13958,shotwelltrj,1614.0,-18.56,45.74,10.54,5.77,32.35,2.64,36.07,84.21,53.41,5.76,57.49,59.52,30.0,26.48,39.52,4,Overly Aggressive Semi-Loose Players
13959,Shove 2 7 Off,47130.0,11.54,27.4,21.4,10.53,57.42,1.73,2.37,56.73,46.1,7.57,32.74,30.07,41.41,34.53,56.88,0,Balanced Semi-Loose Players
13960,Shovel344,16683.0,13.09,23.35,18.04,6.56,74.48,1.63,0.41,48.81,42.49,7.03,48.78,25.0,39.31,30.16,57.13,0,Balanced Semi-Loose Players
13961,showboatone,40160.0,-79.11,67.4,21.44,8.01,34.5,1.71,20.06,74.01,43.86,4.89,43.04,31.45,40.24,36.49,39.32,1,Loose Passive Callers
13962,ShowerFarts,3793.0,-3.58,25.43,18.42,12.96,58.38,2.8,2.52,85.71,39.49,8.33,28.19,27.02,44.74,31.65,53.61,0,Balanced Semi-Loose Players
13963,showhound,1482.0,-11.52,31.12,18.53,12.5,73.27,1.12,0.0,53.4,30.59,5.19,34.65,56.8,37.84,35.06,44.35,0,Balanced Semi-Loose Players
13964,ShowMeNumbers,6105.0,-16.94,31.25,18.56,4.35,60.47,4.69,29.86,63.12,76.4,0.56,37.01,57.01,30.9,20.83,45.07,5,Tight Passive Rocks
13965,showrguy,1143.0,-19.94,30.63,2.14,5.56,70.59,1.64,18.09,53.85,50.0,7.41,57.56,49.38,33.33,32.61,42.22,5,Tight Passive Rocks
13966,shqyp,3659.0,-5.55,32.56,9.18,10.53,75.16,0.95,5.0,39.86,50.0,2.66,28.07,26.85,30.67,34.55,51.8,0,Balanced Semi-Loose Players
13968,Shrawder22,10945.0,-28.45,54.39,14.32,5.13,47.56,1.75,19.4,77.48,53.51,1.93,31.23,29.84,31.42,28.08,45.3,2,Semi-Loose Neutral Players
13969,shrike17074,2376.0,-8.52,29.62,8.96,0.0,58.2,0.93,2.48,48.62,57.22,0.0,23.82,36.29,25.32,25.44,56.91,0,Balanced Semi-Loose Players
13970,ShrimpTesticles,155995.0,-1.14,30.29,21.5,7.1,44.77,1.57,5.71,62.39,45.22,6.87,46.68,39.84,42.01,31.61,47.64,0,Balanced Semi-Loose Players
13972,Shruggs000,2315.0,-170.91,56.71,34.88,6.67,29.65,3.83,38.05,72.28,48.7,10.6,50.0,51.13,38.21,30.1,33.91,3,Hyper-LAG Maniacs
13974,ShtayPhresh,12513.0,19.92,23.78,15.4,2.22,57.4,1.75,4.42,58.48,46.14,0.95,40.87,32.39,39.91,27.89,56.05,0,Balanced Semi-Loose Players
13975,shuball33,6250.0,-30.5,43.62,8.11,6.82,66.53,1.7,15.61,66.31,48.62,3.35,39.63,37.17,43.83,30.13,45.75,2,Semi-Loose Neutral Players
13976,Shuffluppagus,1085.0,-38.13,53.53,16.35,0.0,54.72,1.76,8.47,65.96,41.67,2.65,35.38,34.9,48.84,33.77,39.44,2,Semi-Loose Neutral Players
13978,shunchee,4000.0,-17.11,24.94,14.01,14.63,60.45,2.18,0.62,69.47,42.48,6.25,35.38,27.3,36.99,30.36,49.1,2,Semi-Loose Neutral Players
13979,shungerman,2682.0,-66.88,74.91,5.18,3.26,43.94,0.89,28.06,58.57,47.79,3.87,45.86,70.6,38.37,29.55,37.07,1,Loose Passive Callers
13980,shupp572,8220.0,-83.56,65.49,4.71,11.11,44.89,0.66,13.59,68.42,45.83,5.03,19.09,30.93,42.16,41.43,48.22,1,Loose Passive Callers
13982,Shuya44,11798.0,-9.0,26.04,19.14,3.76,64.03,2.65,2.56,63.77,54.7,6.12,44.01,31.09,36.69,29.17,51.24,0,Balanced Semi-Loose Players
13983,shuz29,25598.0,-44.25,49.9,5.47,2.1,58.22,1.46,34.26,58.53,58.27,0.65,39.57,43.45,29.16,26.68,45.21,4,Overly Aggressive Semi-Loose Players
13984,Shvartzhur,3867.0,-15.72,36.21,17.04,13.33,72.4,6.53,45.32,72.07,48.47,15.0,58.79,45.19,34.65,25.55,41.78,4,Overly Aggressive Semi-Loose Players
13986,shyflyrebelguy,32219.0,-17.57,43.34,13.06,10.64,41.38,1.0,7.97,58.7,45.34,3.17,23.85,22.27,43.02,37.32,48.85,2,Semi-Loose Neutral Players
13987,Shylm,2586.0,-5.39,30.94,19.45,14.04,43.69,1.92,4.9,73.75,43.9,5.58,46.38,35.47,44.03,31.34,48.2,5,Tight Passive Rocks
13988,SibbY Poker,7558.0,-21.65,34.15,20.18,12.28,61.92,1.95,1.12,65.15,38.46,7.84,32.89,29.41,45.2,31.45,49.0,2,Semi-Loose Neutral Players
13992,SICKburghKID,47133.0,-19.77,36.45,8.86,11.34,74.17,1.7,12.75,67.18,58.65,1.29,43.19,37.84,33.1,28.4,48.82,5,Tight Passive Rocks
13993,Sickdayz4,1301.0,-43.23,52.64,12.88,12.5,55.56,1.26,13.77,64.13,48.57,1.99,32.31,33.63,35.48,30.47,48.24,1,Loose Passive Callers
13994,sickerthanyoavg,230858.0,4.55,26.37,21.46,11.24,73.3,2.19,1.11,60.16,43.48,9.42,33.05,38.34,36.49,31.08,53.64,0,Balanced Semi-Loose Players
13996,sicknasty69420,7613.0,-43.47,43.44,29.43,10.27,47.76,2.19,8.5,69.79,38.46,10.25,45.74,40.2,40.57,35.5,44.1,1,Loose Passive Callers
13998,sidbirdman,1363.0,-104.58,53.89,16.63,11.11,36.99,0.92,9.79,57.0,40.15,4.92,27.43,34.02,42.97,36.4,44.44,6,Loose Aggro Fish
13999,SiddFinch21,1934.0,28.88,35.61,21.62,6.67,66.67,2.94,1.65,54.7,46.6,13.93,42.9,32.39,32.5,26.21,54.79,0,Balanced Semi-Loose Players
14000,sideshazey610,6020.0,-54.87,61.3,23.23,12.95,53.3,2.94,40.68,61.57,37.68,17.63,46.12,57.85,33.76,32.03,38.76,4,Overly Aggressive Semi-Loose Players
14001,Sidewinder641,1998.0,-35.2,49.79,2.99,9.3,58.33,1.31,22.22,83.33,45.71,0.0,46.23,42.07,24.39,32.34,41.5,4,Overly Aggressive Semi-Loose Players
14002,Sidmoney10,1595.0,-47.45,56.96,8.86,2.86,50.0,2.62,33.69,86.67,59.57,2.29,41.49,39.93,29.03,28.79,38.43,4,Overly Aggressive Semi-Loose Players
14003,SidSidwel59,1137.0,-61.91,49.33,8.7,5.26,64.06,1.8,29.23,73.33,61.47,0.88,40.08,32.17,23.08,24.81,55.73,1,Loose Passive Callers
14004,SIedge-O-Matic,1129.0,-49.23,46.74,8.34,0.0,55.32,0.54,0.93,69.09,45.54,5.39,27.52,21.5,26.17,32.83,47.21,1,Loose Passive Callers
14005,sierraross99,1060.0,-160.06,63.63,1.15,0.0,57.14,0.48,16.56,0.0,42.31,0.0,22.09,25.93,55.49,48.38,44.57,3,Hyper-LAG Maniacs
14008,sigh i fold,1640.0,-62.43,40.78,23.4,20.83,56.36,2.93,5.67,70.66,62.1,7.64,45.02,39.07,34.55,27.54,43.31,1,Loose Passive Callers
14010,SigmaLoneWolf,2399.0,-11.43,35.92,13.38,29.63,74.6,1.95,15.07,55.03,47.73,8.96,47.57,54.69,29.49,31.66,47.58,5,Tight Passive Rocks
14011,sigmanalytic,249901.0,-0.96,19.11,14.41,9.51,70.34,2.14,1.12,54.95,53.4,4.45,24.66,25.48,26.23,28.8,60.59,0,Balanced Semi-Loose Players
14013,sigp22940,1615.0,-91.33,53.76,11.14,6.67,42.86,0.75,2.55,76.39,35.24,1.47,25.82,24.19,42.54,41.01,50.0,1,Loose Passive Callers
14014,Sikora1384,1625.0,-166.0,81.17,23.27,10.77,19.64,2.27,50.17,68.52,49.74,0.53,37.46,32.32,35.56,35.0,36.9,3,Hyper-LAG Maniacs
14015,silencer127,2408.0,6.5,26.6,3.04,3.45,78.0,1.24,7.21,78.95,51.02,3.55,36.52,34.51,51.55,28.3,58.74,0,Balanced Semi-Loose Players
14016,silent argument,2243.0,-60.93,48.77,3.23,0.0,53.28,0.36,13.71,40.91,38.91,0.69,18.98,31.36,46.12,45.78,46.39,1,Loose Passive Callers
14017,Silentsam9110,2800.0,-59.09,51.18,5.48,5.26,56.44,1.65,23.62,93.75,57.95,1.23,36.22,33.33,39.67,32.1,42.05,1,Loose Passive Callers
14018,silk279279,4648.0,-152.68,45.9,16.81,29.66,36.91,4.07,51.26,93.78,63.3,5.22,73.81,71.37,26.95,33.44,37.54,6,Loose Aggro Fish
14019,silkyslim2000,130124.0,1.54,23.66,16.19,1.81,76.27,1.72,4.83,52.88,35.63,4.65,36.89,24.73,41.0,33.32,57.44,0,Balanced Semi-Loose Players
14020,silly_rabbittt,3917.0,-55.95,46.42,22.51,15.09,35.36,2.77,31.02,49.0,42.96,16.97,39.75,46.36,34.92,29.63,46.1,1,Loose Passive Callers
14021,siLLy_tv_87,6174.0,-0.81,22.31,14.64,8.33,62.7,1.78,0.56,60.38,55.62,4.36,36.43,32.82,37.71,26.32,53.02,0,Balanced Semi-Loose Players
14023,sillychina,22980.0,-6.11,27.76,21.77,9.43,64.48,1.84,3.77,48.75,39.26,9.71,34.94,35.26,41.88,35.19,49.39,0,Balanced Semi-Loose Players
14024,sillygoose910,1937.0,-61.23,52.42,7.08,6.25,56.99,1.09,18.72,55.56,41.04,1.9,33.84,39.53,33.6,32.89,38.44,1,Loose Passive Callers
14026,Silver Ace 55,2295.0,-19.08,59.08,17.79,5.56,62.84,2.25,17.05,67.89,56.9,1.97,51.44,60.41,34.45,29.14,43.17,4,Overly Aggressive Semi-Loose Players
14027,Silveraldo19,108448.0,-24.37,56.02,13.84,3.3,64.6,2.55,27.62,77.73,61.54,0.58,41.19,27.83,20.91,23.89,47.9,5,Tight Passive Rocks
14028,Silvereagle331,5579.0,-52.78,68.6,5.65,0.74,57.89,1.47,40.33,73.4,54.53,0.65,46.53,38.33,42.35,38.28,44.27,4,Overly Aggressive Semi-Loose Players
14030,silverhammerlab,2861.0,-26.09,33.45,13.35,0.0,68.67,1.31,9.43,38.3,59.52,0.88,31.01,44.92,22.68,26.15,53.22,2,Semi-Loose Neutral Players
14031,silverstar778,1858.0,7.05,16.7,4.66,0.0,86.96,1.72,12.82,90.24,61.64,0.0,33.8,34.07,34.09,23.31,59.21,5,Tight Passive Rocks
14032,silversurfer247,11020.0,-4.95,34.24,19.5,7.06,71.34,1.97,2.55,68.27,38.33,11.24,36.54,31.7,33.42,29.31,51.13,0,Balanced Semi-Loose Players
14034,Simaltenas,8725.0,-20.81,44.5,21.93,18.75,58.57,3.84,29.71,69.81,55.97,7.58,47.11,35.26,27.76,26.72,45.14,4,Overly Aggressive Semi-Loose Players
14035,Simbad2020,8703.0,-20.37,36.77,2.48,3.53,84.34,0.94,17.04,54.63,63.34,2.18,21.03,33.33,40.28,36.69,55.56,2,Semi-Loose Neutral Players
14036,Simon Stanfield,21403.0,-26.8,33.48,3.34,0.0,63.54,0.82,15.62,60.9,53.33,0.0,20.01,25.97,34.99,34.31,56.79,2,Semi-Loose Neutral Players
14038,Simple Man016,3650.0,-58.6,49.24,28.39,13.04,41.64,1.0,9.26,50.87,29.01,3.55,31.75,39.24,55.02,40.64,45.71,1,Loose Passive Callers
14039,Simpleman1971,3758.0,-0.81,43.44,10.06,5.88,54.23,1.69,11.21,66.33,56.08,4.97,46.46,37.16,29.49,31.42,48.87,5,Tight Passive Rocks
14040,SimpleRick95,5365.0,1.18,23.9,13.74,0.0,70.85,1.11,0.77,51.72,41.35,5.93,34.87,33.66,30.38,32.25,52.98,0,Balanced Semi-Loose Players
14041,Simply Dank 21,15732.0,2.43,38.56,4.87,9.22,62.42,1.7,13.36,68.16,64.21,2.22,33.18,34.55,27.96,27.11,53.31,5,Tight Passive Rocks
14042,simply.joe25,3570.0,-8.05,40.21,20.31,11.29,48.26,2.9,34.53,53.49,63.01,2.3,50.29,65.25,26.76,26.15,38.58,4,Overly Aggressive Semi-Loose Players
14044,simthing,2903.0,-5.07,26.88,19.83,5.56,65.15,2.43,7.27,62.15,52.13,7.28,38.79,37.89,37.33,26.21,46.37,0,Balanced Semi-Loose Players
14045,Sin$1209,1468.0,-103.05,67.6,29.18,19.05,41.9,1.58,9.04,47.06,46.24,11.05,48.21,30.54,19.42,32.18,38.52,6,Loose Aggro Fish
